name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03550,0.00019,0.00103,0.01814,0.00251,0.00164,0.01528,10.87,30.43,58.7,46,2022/04/23
BBC,0.03479,0.00019,0.00110,0.00474,0.00800,0.00076,0.02032,13.21,56.6,30.19,53,2022/04/23
Fox News,0.02017,0.00009,0.00073,0.00118,0.00275,0.00259,0.00698,14.56,36.71,48.73,158,2022/04/23
NBC News,0.03481,0.00009,0.00035,0.02698,0.00246,0.00053,0.00230,4.762,42.86,52.38,63,2022/04/23
New York Post,0.04404,0.00021,0.02211,0.00172,0.01624,0.00206,0.00370,25.0,18.75,56.25,32,2022/04/23
Newsmax,0.01237,0.00007,0.00060,0.00261,0.00440,0.00038,0.00011,10.81,45.95,43.24,37,2022/04/23
Newsweek,0.03804,0.00010,0.00092,0.00936,0.00981,0.00205,0.00691,10.0,50.0,40.0,90,2022/04/23
One America News Network (OAN),0.04538,0.00029,0.03813,0.00046,0.00683,0.00050,0.00074,4.545,40.91,54.55,22,2022/04/23
Reuters,0.00696,0.00009,0.00072,0.00205,0.00091,0.00064,0.00012,6.0,40.0,54.0,50,2022/04/23
The Epoch Times,0.01292,0.00013,0.00120,0.00052,0.00255,0.00357,0.00180,12.0,52.0,36.0,100,2022/04/23
The Guardian (US),0.06563,0.00095,0.00558,0.02442,0.00848,0.00321,0.02908,10.64,35.11,54.26,94,2022/04/23
The Hill,0.02554,0.00008,0.00044,0.00152,0.00311,0.01161,0.00037,4.167,50.0,45.83,48,2022/04/23
The New York Times,0.00911,0.00007,0.00036,0.00615,0.00130,0.00045,0.00007,14.29,48.21,37.5,56,2022/04/23
The Wall Street Journal,0.00890,0.00003,0.00023,0.00026,0.00638,0.00005,0.00004,12.31,55.38,32.31,65,2022/04/23
The Washington Post,0.01125,0.00005,0.00048,0.00172,0.00467,0.00159,0.00012,20.0,36.36,43.64,110,2022/04/23
The Washington Times,0.01334,0.00006,0.00030,0.00182,0.00262,0.00098,0.00206,10.0,50.0,40.0,30,2022/04/23
Washington Examiner,0.02151,0.00009,0.00037,0.00530,0.01368,0.00041,0.00015,6.061,39.39,54.55,66,2022/04/23
