name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03739,0.00013,0.00062,0.00684,0.00167,0.01075,0.00976,10.64,55.32,34.04,47,2022/04/08
BBC,0.01998,0.00011,0.00089,0.00422,0.00864,0.00426,0.00014,14.0,44.0,42.0,50,2022/04/08
Fox News,0.01476,0.00007,0.00055,0.00359,0.00407,0.00240,0.00013,14.97,41.32,43.71,167,2022/04/08
NBC News,0.03889,0.00012,0.00068,0.03214,0.00514,0.00066,0.00036,5.0,23.33,71.67,60,2022/04/08
New York Post,0.07137,0.00051,0.02835,0.00212,0.02143,0.00461,0.01085,25.71,31.43,42.86,35,2022/04/08
Newsmax,0.00282,0.00004,0.00025,0.00071,0.00076,0.00010,0.00005,0.00000,56.76,43.24,37,2022/04/08
Newsweek,0.00845,0.00012,0.00084,0.00420,0.00167,0.00073,0.00013,8.333,51.85,39.81,108,2022/04/08
One America News Network (OAN),0.00237,0.00003,0.00022,0.00020,0.00094,0.00011,0.00005,9.091,54.55,36.36,22,2022/04/08
Reuters,0.04456,0.00009,0.00067,0.01227,0.00252,0.00887,0.00325,11.54,32.69,55.77,52,2022/04/08
The Epoch Times,0.00775,0.00009,0.00086,0.00248,0.00143,0.00017,0.00022,13.13,59.6,27.27,99,2022/04/08
The Guardian (US),0.04175,0.00014,0.00861,0.00737,0.01141,0.00099,0.00318,13.68,25.26,61.05,95,2022/04/08
The Hill,0.01588,0.00012,0.00054,0.00207,0.00612,0.00049,0.00022,6.667,62.22,31.11,45,2022/04/08
The New York Times,0.03539,0.00018,0.00079,0.00845,0.00212,0.00633,0.01215,4.918,59.02,36.07,61,2022/04/08
The Wall Street Journal,0.01000,0.00006,0.00038,0.00041,0.00291,0.00351,0.00007,14.29,51.43,34.29,70,2022/04/08
The Washington Post,0.01802,0.00009,0.00047,0.00834,0.00262,0.00297,0.00026,15.25,35.59,49.15,118,2022/04/08
The Washington Times,0.05275,0.00009,0.00037,0.00239,0.02408,0.00027,0.00701,10.71,42.86,46.43,28,2022/04/08
Washington Examiner,0.01441,0.00010,0.00047,0.00408,0.00123,0.00165,0.00539,9.091,46.97,43.94,66,2022/04/08
