name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04295,0.00011,0.00065,0.00575,0.00136,0.00352,0.02441,4.255,61.7,34.04,47,2022/04/27
BBC,0.03747,0.00036,0.00159,0.00439,0.02539,0.00125,0.00041,18.37,38.78,42.86,49,2022/04/27
Fox News,0.01970,0.00007,0.00052,0.00614,0.00467,0.00056,0.00279,15.15,40.61,44.24,165,2022/04/27
NBC News,0.04669,0.00014,0.00085,0.01847,0.02094,0.00041,0.00271,6.061,33.33,60.61,66,2022/04/27
New York Post,0.08633,0.00032,0.00195,0.00174,0.02023,0.00094,0.05729,10.34,34.48,55.17,29,2022/04/27
Newsmax,0.02476,0.00014,0.01077,0.00112,0.00270,0.00233,0.00027,0.00000,54.05,45.95,37,2022/04/27
Newsweek,0.01356,0.00010,0.00077,0.00144,0.00409,0.00037,0.00393,9.009,42.34,48.65,111,2022/04/27
One America News Network (OAN),0.00846,0.00014,0.00135,0.00039,0.00197,0.00040,0.00166,4.545,50.0,45.45,22,2022/04/27
Reuters,0.00972,0.00006,0.00038,0.00235,0.00063,0.00078,0.00007,12.0,40.0,48.0,50,2022/04/27
The Epoch Times,0.00641,0.00012,0.00098,0.00041,0.00159,0.00024,0.00143,11.43,57.14,31.43,105,2022/04/27
The Guardian (US),0.02451,0.00018,0.00123,0.00349,0.00416,0.00064,0.01088,8.421,34.74,56.84,95,2022/04/27
The Hill,0.00150,0.00003,0.00019,0.00014,0.00039,0.00035,0.00004,6.383,74.47,19.15,47,2022/04/27
The New York Times,0.01574,0.00016,0.00067,0.00411,0.00808,0.00024,0.00024,11.29,59.68,29.03,62,2022/04/27
The Wall Street Journal,0.00267,0.00005,0.00029,0.00049,0.00042,0.00036,0.00005,9.375,57.81,32.81,64,2022/04/27
The Washington Post,0.02307,0.00012,0.00060,0.00580,0.00599,0.00088,0.00260,16.22,32.43,51.35,111,2022/04/27
The Washington Times,0.00326,0.00004,0.00028,0.00051,0.00064,0.00012,0.00036,16.13,22.58,61.29,31,2022/04/27
Washington Examiner,0.00762,0.00013,0.00054,0.00047,0.00495,0.00029,0.00012,3.077,43.08,53.85,65,2022/04/27
