name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01806,0.00021,0.00160,0.00078,0.00270,0.00026,0.01166,39,2022/04/04
BBC,0.01533,0.00014,0.00110,0.00430,0.00877,0.00063,0.00018,50,2022/04/04
Fox News,0.03182,0.00017,0.01192,0.00077,0.01182,0.00137,0.00044,125,2022/04/04
NBC News,0.02101,0.00008,0.00066,0.00890,0.00216,0.00122,0.00065,59,2022/04/04
New York Post,0.12178,0.00131,0.03146,0.00845,0.04634,0.00103,0.03498,32,2022/04/04
Newsmax,0.05934,0.00021,0.00153,0.02634,0.02430,0.00690,0.00052,37,2022/04/04
Newsweek,0.04148,0.00039,0.01020,0.00613,0.00544,0.00761,0.00167,99,2022/04/04
One America News Network (OAN),0.00368,0.00037,0.00152,0.00076,0.00246,0.00051,0.00041,25,2022/04/04
Reuters,0.03465,0.00008,0.00033,0.00137,0.00074,0.00981,0.01128,45,2022/04/04
The Epoch Times,0.00910,0.00017,0.00131,0.00066,0.00534,0.00029,0.00023,97,2022/04/04
The Guardian (US),0.03199,0.00038,0.00162,0.00356,0.00713,0.00102,0.01487,101,2022/04/04
The Hill,0.02315,0.00007,0.00058,0.00827,0.00775,0.00129,0.00035,46,2022/04/04
The New York Times,0.02608,0.00014,0.00116,0.00172,0.00481,0.00428,0.00615,64,2022/04/04
The Wall Street Journal,0.00523,0.00007,0.00048,0.00079,0.00075,0.00065,0.00009,69,2022/04/04
The Washington Post,0.02057,0.00014,0.00082,0.00230,0.00898,0.00030,0.00020,24,2022/04/04
The Washington Times,0.00587,0.00005,0.00037,0.00055,0.00218,0.00014,0.00007,29,2022/04/04
Washington Examiner,0.03294,0.00011,0.01190,0.00094,0.01613,0.00149,0.00334,66,2022/04/04
