name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.03094,0.00011,0.00071,0.00293,0.00146,0.00031,0.02323,50,2022/04/30
BBC,0.02089,0.00014,0.00167,0.00135,0.00163,0.00753,0.00168,52,2022/04/30
Fox News,0.02221,0.00009,0.00076,0.00571,0.00272,0.00095,0.00569,169,2022/04/30
NBC News,0.03949,0.00015,0.00072,0.01219,0.00200,0.00276,0.00809,62,2022/04/30
New York Post,0.06161,0.00013,0.00146,0.00761,0.03642,0.00617,0.00193,29,2022/04/30
Newsmax,0.03410,0.00019,0.00105,0.00104,0.00189,0.01696,0.00340,37,2022/04/30
Newsweek,0.03134,0.00012,0.00069,0.01118,0.01742,0.00232,0.00059,78,2022/04/30
One America News Network (OAN),0.00165,0.00003,0.00023,0.00022,0.00049,0.00012,0.00004,22,2022/04/30
Reuters,0.02153,0.00007,0.00046,0.00099,0.00072,0.00183,0.01402,42,2022/04/30
The Epoch Times,0.01426,0.00016,0.00113,0.00132,0.00143,0.00047,0.00740,107,2022/04/30
The Guardian (US),0.03416,0.00011,0.00066,0.00919,0.00696,0.00287,0.00784,94,2022/04/30
The Hill,0.02492,0.00004,0.00048,0.00017,0.02193,0.00027,0.00026,50,2022/04/30
The New York Times,0.01923,0.00014,0.00046,0.00860,0.00155,0.00437,0.00021,61,2022/04/30
The Wall Street Journal,0.00316,0.00005,0.00031,0.00028,0.00102,0.00075,0.00004,64,2022/04/30
The Washington Post,0.01526,0.00013,0.00040,0.00616,0.00432,0.00052,0.00085,93,2022/04/30
The Washington Times,0.01047,0.00005,0.00028,0.00170,0.00250,0.00188,0.00008,31,2022/04/30
Washington Examiner,0.00690,0.00004,0.00029,0.00097,0.00143,0.00085,0.00011,66,2022/04/30
