name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.05647,0.00014,0.00090,0.01375,0.01313,0.00040,0.02396,2.083,47.92,50.0,48,2022/04/21
BBC,0.00926,0.00008,0.00057,0.00083,0.00170,0.00233,0.00038,16.33,40.82,42.86,49,2022/04/21
Fox News,0.02440,0.00010,0.00260,0.00379,0.01061,0.00029,0.00046,14.79,42.01,43.2,169,2022/04/21
NBC News,0.02698,0.00010,0.00044,0.02106,0.00351,0.00038,0.00243,10.0,45.0,45.0,60,2022/04/21
New York Post,0.07965,0.00016,0.00235,0.00861,0.04862,0.00148,0.00107,12.5,21.88,65.62,32,2022/04/21
Newsmax,0.01190,0.00012,0.00093,0.00053,0.00526,0.00046,0.00218,5.405,45.95,48.65,37,2022/04/21
Newsweek,0.02835,0.00009,0.00103,0.01046,0.00806,0.00146,0.00029,10.34,48.28,41.38,87,2022/04/21
One America News Network (OAN),0.00505,0.00014,0.00120,0.00028,0.00111,0.00147,0.00035,4.545,59.09,36.36,22,2022/04/21
Reuters,0.02281,0.00009,0.00050,0.00846,0.00417,0.00655,0.00062,24.14,27.59,48.28,58,2022/04/21
The Epoch Times,0.01142,0.00013,0.00093,0.00714,0.00161,0.00059,0.00013,10.31,56.7,32.99,97,2022/04/21
The Guardian (US),0.03228,0.00014,0.00073,0.02122,0.00409,0.00079,0.00469,13.68,29.47,56.84,95,2022/04/21
The Hill,0.01177,0.00005,0.00029,0.00697,0.00100,0.00209,0.00010,4.444,51.11,44.44,45,2022/04/21
The New York Times,0.02336,0.00024,0.00100,0.00713,0.01194,0.00040,0.00012,12.28,42.11,45.61,57,2022/04/21
The Wall Street Journal,0.01057,0.00008,0.00053,0.00039,0.00839,0.00068,0.00005,19.7,59.09,21.21,66,2022/04/21
The Washington Post,0.03451,0.00013,0.00065,0.01117,0.01057,0.00084,0.00162,11.76,31.09,57.14,119,2022/04/21
The Washington Times,0.01718,0.00008,0.00032,0.00319,0.00065,0.00520,0.00161,7.407,44.44,48.15,27,2022/04/21
Washington Examiner,0.01294,0.00005,0.00063,0.00046,0.00617,0.00071,0.00048,10.45,40.3,49.25,67,2022/04/21
