name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02962,0.00012,0.00050,0.00097,0.00072,0.00358,0.01749,45,2022/12/23
BBC,0.03184,0.00016,0.00107,0.00476,0.00799,0.01070,0.00051,48,2022/12/23
Fox News,0.01655,0.00006,0.00061,0.00174,0.00707,0.00070,0.00125,158,2022/12/23
NBC News,0.04007,0.00017,0.00080,0.02454,0.00385,0.00075,0.00840,61,2022/12/23
New York Post,0.03075,0.00006,0.00126,0.00110,0.01076,0.00342,0.00301,36,2022/12/23
Newsmax,0.01497,0.00006,0.00053,0.00239,0.00141,0.00410,0.00035,50,2022/12/23
Newsweek,0.03110,0.00012,0.00077,0.00951,0.00632,0.00112,0.00785,101,2022/12/23
One America News Network (OAN),0.01621,0.00010,0.00064,0.00238,0.00203,0.00067,0.00224,28,2022/12/23
Reuters,0.00436,0.00004,0.00031,0.00053,0.00106,0.00039,0.00005,39,2022/12/23
The Epoch Times,0.00217,0.00007,0.00059,0.00034,0.00077,0.00022,0.00010,102,2022/12/23
The Guardian (US),0.02572,0.00020,0.01351,0.00236,0.00430,0.00052,0.00210,94,2022/12/23
The Hill,0.01147,0.00005,0.00026,0.00613,0.00112,0.00233,0.00015,41,2022/12/23
The New York Times,0.02379,0.00011,0.00086,0.00328,0.01558,0.00050,0.00052,61,2022/12/23
The Wall Street Journal,0.00418,0.00006,0.00169,0.00037,0.00075,0.00011,0.00051,70,2022/12/23
The Washington Post,0.02298,0.00006,0.00059,0.00276,0.00908,0.00022,0.00472,104,2022/12/23
The Washington Times,0.00886,0.00004,0.00024,0.00111,0.00121,0.00187,0.00009,35,2022/12/23
Washington Examiner,0.04277,0.00005,0.00028,0.00042,0.02200,0.01200,0.00014,66,2022/12/23
