name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.04872,0.00022,0.00121,0.03328,0.00565,0.00164,0.00070,50,2022/12/05
BBC,0.00639,0.00009,0.00067,0.00173,0.00124,0.00054,0.00012,45,2022/12/05
Fox News,0.01745,0.00006,0.00046,0.00181,0.00642,0.00085,0.00095,151,2022/12/05
NBC News,0.02954,0.00010,0.00067,0.01216,0.00356,0.00144,0.00500,64,2022/12/05
New York Post,0.01796,0.00009,0.00090,0.00103,0.00365,0.00219,0.00034,35,2022/12/05
Newsmax,0.00969,0.00018,0.00140,0.00294,0.00197,0.00126,0.00012,51,2022/12/05
Newsweek,0.02971,0.00024,0.00100,0.00281,0.01788,0.00097,0.00234,104,2022/12/05
One America News Network (OAN),0.02690,0.00013,0.00104,0.00061,0.02192,0.00192,0.00018,36,2022/12/05
Reuters,0.02241,0.00011,0.01239,0.00287,0.00314,0.00052,0.00024,41,2022/12/05
The Epoch Times,0.01589,0.00025,0.00218,0.00117,0.00313,0.00035,0.00559,106,2022/12/05
The Guardian (US),0.03399,0.00011,0.00361,0.00452,0.01863,0.00133,0.00031,96,2022/12/05
The Hill,0.03689,0.00003,0.00029,0.00074,0.03287,0.00009,0.00009,38,2022/12/05
The New York Times,0.02063,0.00015,0.00063,0.00723,0.00183,0.00488,0.00057,66,2022/12/05
The Wall Street Journal,0.01033,0.00007,0.00067,0.00100,0.00405,0.00089,0.00015,67,2022/12/05
The Washington Post,0.03495,0.00008,0.00063,0.00784,0.01827,0.00053,0.00062,100,2022/12/05
The Washington Times,0.02028,0.00008,0.00040,0.01454,0.00387,0.00036,0.00027,38,2022/12/05
Washington Examiner,0.00737,0.00004,0.00029,0.00031,0.00105,0.00121,0.00144,63,2022/12/05
