name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03700,0.00009,0.00057,0.01018,0.00249,0.00035,0.01525,12.82,38.46,48.72,39,2022/12/21
BBC,0.08810,0.00024,0.00135,0.00961,0.02475,0.01004,0.02961,26.09,34.78,39.13,46,2022/12/21
Fox News,0.00875,0.00010,0.00075,0.00139,0.00407,0.00025,0.00033,10.69,46.54,42.77,159,2022/12/21
NBC News,0.00984,0.00007,0.00047,0.00107,0.00086,0.00249,0.00299,7.812,40.62,51.56,64,2022/12/21
New York Post,0.05547,0.00008,0.00062,0.00058,0.03914,0.00432,0.00041,30.56,16.67,52.78,36,2022/12/21
Newsmax,0.01996,0.00007,0.00052,0.00626,0.00948,0.00067,0.00016,9.804,47.06,43.14,51,2022/12/21
Newsweek,0.02668,0.00013,0.00091,0.00711,0.00762,0.00524,0.00052,13.0,44.0,43.0,100,2022/12/21
One America News Network (OAN),0.03937,0.00009,0.00082,0.00131,0.01773,0.00251,0.00695,14.29,50.0,35.71,28,2022/12/21
Reuters,0.03026,0.00007,0.00045,0.00285,0.02387,0.00068,0.00008,10.26,51.28,38.46,39,2022/12/21
The Epoch Times,0.00391,0.00005,0.00033,0.00062,0.00073,0.00010,0.00063,8.824,61.76,29.41,102,2022/12/21
The Guardian (US),0.06112,0.00013,0.00295,0.00173,0.03897,0.00338,0.00533,14.14,36.36,49.49,99,2022/12/21
The Hill,0.01166,0.00004,0.00024,0.00089,0.00363,0.00226,0.00017,7.143,59.52,33.33,42,2022/12/21
The New York Times,0.01853,0.00004,0.00047,0.00057,0.01095,0.00032,0.00008,11.11,59.26,29.63,54,2022/12/21
The Wall Street Journal,0.01115,0.00014,0.00179,0.00409,0.00124,0.00053,0.00069,11.59,63.77,24.64,69,2022/12/21
The Washington Post,0.01382,0.00010,0.00237,0.00114,0.00151,0.00128,0.00599,13.0,54.0,33.0,100,2022/12/21
The Washington Times,0.05695,0.00011,0.00046,0.01646,0.03758,0.00027,0.00023,5.882,64.71,29.41,34,2022/12/21
Washington Examiner,0.02835,0.00004,0.00036,0.00061,0.02209,0.00029,0.00014,3.125,31.25,65.62,64,2022/12/21
