name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01205,0.00018,0.00158,0.00271,0.00335,0.00030,0.00131,50,2022/12/03
BBC,0.03522,0.00021,0.00163,0.00247,0.00503,0.00609,0.01559,47,2022/12/03
Fox News,0.01857,0.00010,0.00125,0.00293,0.00532,0.00060,0.00565,162,2022/12/03
NBC News,0.04088,0.00009,0.00053,0.01047,0.00511,0.00599,0.00498,62,2022/12/03
New York Post,0.03505,0.00015,0.00403,0.00034,0.00541,0.00116,0.00992,40,2022/12/03
Newsmax,0.00622,0.00009,0.00061,0.00068,0.00099,0.00097,0.00136,50,2022/12/03
Newsweek,0.02545,0.00026,0.00101,0.00387,0.01216,0.00156,0.00018,89,2022/12/03
One America News Network (OAN),0.02812,0.00032,0.00223,0.00344,0.02289,0.00024,0.00015,36,2022/12/03
Reuters,0.00112,0.00006,0.00040,0.00040,0.00047,0.00010,0.00005,31,2022/12/03
The Epoch Times,0.00949,0.00031,0.00225,0.00155,0.00248,0.00068,0.00269,108,2022/12/03
The Guardian (US),0.04777,0.00038,0.00234,0.01157,0.02265,0.00152,0.01136,95,2022/12/03
The Hill,0.02351,0.00013,0.00049,0.00132,0.00238,0.00453,0.00527,46,2022/12/03
The New York Times,0.02821,0.00015,0.00086,0.00758,0.01160,0.00165,0.00181,70,2022/12/03
The Wall Street Journal,0.01118,0.00005,0.00037,0.00103,0.00273,0.00145,0.00008,65,2022/12/03
The Washington Post,0.01716,0.00007,0.00046,0.00503,0.00667,0.00095,0.00017,94,2022/12/03
The Washington Times,0.01649,0.00012,0.00074,0.01036,0.00176,0.00032,0.00030,36,2022/12/03
Washington Examiner,0.01406,0.00010,0.00057,0.00244,0.00175,0.00139,0.00131,66,2022/12/03
