name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00536,0.00004,0.00024,0.00070,0.00060,0.00083,0.00007,50,2022/08/15
BBC,0.04026,0.00018,0.00381,0.00075,0.02156,0.00137,0.00125,44,2022/08/15
Fox News,0.00795,0.00009,0.00064,0.00064,0.00243,0.00164,0.00017,172,2022/08/15
NBC News,0.02875,0.00011,0.00049,0.01673,0.00330,0.00052,0.00041,63,2022/08/15
New York Post,0.04209,0.00008,0.00094,0.00102,0.01411,0.00390,0.00242,40,2022/08/15
Newsmax,0.04696,0.00017,0.01635,0.00270,0.01837,0.00260,0.00025,50,2022/08/15
Newsweek,0.02732,0.00014,0.01000,0.00146,0.00681,0.00104,0.00207,96,2022/08/15
One America News Network (OAN),0.00167,0.00005,0.00035,0.00019,0.00057,0.00017,0.00005,28,2022/08/15
Reuters,0.01236,0.00015,0.00159,0.00095,0.00393,0.00046,0.00062,38,2022/08/15
The Epoch Times,0.00887,0.00029,0.00203,0.00183,0.00259,0.00052,0.00258,98,2022/08/15
The Guardian (US),0.04415,0.00025,0.00095,0.01098,0.01096,0.01404,0.00068,94,2022/08/15
The Hill,0.01010,0.00007,0.00053,0.00463,0.00164,0.00058,0.00035,47,2022/08/15
The New York Times,0.01283,0.00010,0.00080,0.00123,0.00153,0.00254,0.00027,69,2022/08/15
The Wall Street Journal,0.00995,0.00012,0.00095,0.00289,0.00161,0.00138,0.00008,69,2022/08/15
The Washington Post,0.01789,0.00008,0.00053,0.00449,0.00300,0.00337,0.00189,106,2022/08/15
The Washington Times,0.04128,0.00016,0.02424,0.00073,0.00892,0.00282,0.00227,36,2022/08/15
Washington Examiner,0.02863,0.00005,0.00030,0.01430,0.00517,0.00155,0.00011,64,2022/08/15
