name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00246,0.00005,0.00036,0.00024,0.00104,0.00013,0.00008,14.29,38.78,46.94,49,2022/08/24
BBC,0.04099,0.00028,0.00137,0.01319,0.01540,0.00089,0.00966,18.18,40.91,40.91,44,2022/08/24
Fox News,0.02074,0.00015,0.00088,0.00408,0.00689,0.00189,0.00157,11.9,42.86,45.24,168,2022/08/24
NBC News,0.04959,0.00040,0.00365,0.03607,0.00876,0.00110,0.00394,10.53,24.56,64.91,57,2022/08/24
New York Post,0.08823,0.00028,0.01244,0.00057,0.00951,0.00052,0.04888,30.0,32.5,37.5,40,2022/08/24
Newsmax,0.00469,0.00005,0.00047,0.00125,0.00134,0.00027,0.00008,4.082,53.06,42.86,49,2022/08/24
Newsweek,0.00791,0.00006,0.00044,0.00124,0.00211,0.00084,0.00011,9.709,49.51,40.78,103,2022/08/24
One America News Network (OAN),0.00230,0.00003,0.00027,0.00016,0.00122,0.00006,0.00003,10.34,58.62,31.03,29,2022/08/24
Reuters,0.00569,0.00004,0.00027,0.00138,0.00076,0.00044,0.00004,13.51,35.14,51.35,37,2022/08/24
The Epoch Times,0.00316,0.00010,0.00067,0.00107,0.00130,0.00032,0.00016,11.76,59.8,28.43,102,2022/08/24
The Guardian (US),0.03902,0.00013,0.00083,0.01089,0.01777,0.00220,0.00110,13.83,29.79,56.38,94,2022/08/24
The Hill,0.02393,0.00010,0.00062,0.00032,0.00191,0.00223,0.01757,13.04,52.17,34.78,46,2022/08/24
The New York Times,0.02930,0.00016,0.00127,0.00523,0.01851,0.00092,0.00012,10.77,52.31,36.92,65,2022/08/24
The Wall Street Journal,0.00813,0.00004,0.00032,0.00021,0.00494,0.00023,0.00006,16.18,60.29,23.53,68,2022/08/24
The Washington Post,0.01456,0.00010,0.00087,0.00299,0.00569,0.00018,0.00111,12.5,33.65,53.85,104,2022/08/24
The Washington Times,0.06434,0.00028,0.02514,0.01188,0.02252,0.00028,0.01323,5.556,47.22,47.22,36,2022/08/24
Washington Examiner,0.04236,0.00012,0.00053,0.01189,0.01686,0.00506,0.00262,3.077,46.15,50.77,65,2022/08/24
