name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02790,0.00009,0.00028,0.00129,0.00284,0.01557,0.00017,8.163,42.86,48.98,49,2022/08/02
BBC,0.02967,0.00012,0.00062,0.00389,0.00153,0.01839,0.00016,17.78,40.0,42.22,45,2022/08/02
Fox News,0.02642,0.00010,0.00076,0.00377,0.00310,0.00538,0.00208,10.65,38.46,50.89,169,2022/08/02
NBC News,0.02505,0.00011,0.00056,0.00526,0.00192,0.00227,0.00795,4.615,27.69,67.69,65,2022/08/02
New York Post,0.06039,0.00012,0.00340,0.01079,0.01192,0.00473,0.00812,17.95,30.77,51.28,39,2022/08/02
Newsmax,0.00589,0.00005,0.00032,0.00041,0.00098,0.00081,0.00005,2.632,55.26,42.11,38,2022/08/02
Newsweek,0.02501,0.00013,0.00600,0.01103,0.00518,0.00044,0.00024,7.619,47.62,44.76,105,2022/08/02
One America News Network (OAN),0.00146,0.00006,0.00039,0.00024,0.00049,0.00035,0.00004,3.571,78.57,17.86,28,2022/08/02
Reuters,0.02153,0.00006,0.00056,0.00097,0.00627,0.00430,0.00011,15.79,36.84,47.37,38,2022/08/02
The Epoch Times,0.01105,0.00027,0.00188,0.00214,0.00213,0.00140,0.00330,13.86,52.48,33.66,101,2022/08/02
The Guardian (US),0.02788,0.00020,0.00066,0.00824,0.00202,0.00901,0.00814,13.04,34.78,52.17,92,2022/08/02
The Hill,0.00585,0.00004,0.00024,0.00065,0.00058,0.00123,0.00008,8.511,53.19,38.3,47,2022/08/02
The New York Times,0.00500,0.00011,0.00062,0.00090,0.00082,0.00099,0.00017,7.463,52.24,40.3,67,2022/08/02
The Wall Street Journal,0.01629,0.00020,0.00132,0.01314,0.00461,0.00071,0.00018,17.39,49.28,33.33,69,2022/08/02
The Washington Post,0.03565,0.00010,0.00052,0.00440,0.00685,0.01088,0.00379,19.81,38.68,41.51,106,2022/08/02
The Washington Times,0.04118,0.00007,0.00063,0.02380,0.00440,0.00323,0.00023,6.061,39.39,54.55,33,2022/08/02
Washington Examiner,0.03237,0.00020,0.00807,0.00419,0.01702,0.00098,0.01317,3.279,36.07,60.66,61,2022/08/02
