name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02451,0.00006,0.00043,0.00605,0.00605,0.00188,0.00031,14.58,37.5,47.92,48,2022/08/07
BBC,0.01450,0.00009,0.00055,0.00190,0.00105,0.00490,0.00014,31.91,29.79,38.3,47,2022/08/07
Fox News,0.03531,0.00014,0.00283,0.00839,0.01117,0.00123,0.00762,10.71,43.45,45.83,168,2022/08/07
NBC News,0.01938,0.00007,0.00039,0.00638,0.00490,0.00034,0.00021,7.692,26.15,66.15,65,2022/08/07
New York Post,0.03408,0.00061,0.00706,0.00085,0.00381,0.00089,0.02522,25.0,35.0,40.0,40,2022/08/07
Newsmax,0.03305,0.00013,0.00079,0.01098,0.00236,0.00546,0.00222,2.0,44.0,54.0,50,2022/08/07
Newsweek,0.02191,0.00008,0.00050,0.00128,0.00824,0.00336,0.00040,10.23,51.14,38.64,88,2022/08/07
One America News Network (OAN),0.00358,0.00005,0.00039,0.00019,0.00214,0.00012,0.00006,7.143,53.57,39.29,28,2022/08/07
Reuters,0.03968,0.00013,0.00057,0.03640,0.00173,0.00215,0.00017,20.0,36.0,44.0,25,2022/08/07
The Epoch Times,0.01603,0.00023,0.00139,0.01025,0.00201,0.00132,0.00032,8.738,61.17,30.1,103,2022/08/07
The Guardian (US),0.03664,0.00011,0.00053,0.00751,0.01343,0.00466,0.00023,12.22,27.78,60.0,90,2022/08/07
The Hill,0.05131,0.00004,0.00033,0.00029,0.03970,0.00498,0.00013,6.522,50.0,43.48,46,2022/08/07
The New York Times,0.02289,0.00016,0.00081,0.01191,0.00262,0.00390,0.00052,9.091,60.61,30.3,66,2022/08/07
The Wall Street Journal,0.00238,0.00011,0.00082,0.00026,0.00202,0.00011,0.00005,14.93,59.7,25.37,67,2022/08/07
The Washington Post,0.02934,0.00013,0.00042,0.00475,0.00778,0.00943,0.00239,13.83,34.04,52.13,94,2022/08/07
The Washington Times,0.02648,0.00006,0.00033,0.01681,0.00193,0.00085,0.00014,9.302,32.56,58.14,43,2022/08/07
Washington Examiner,0.02789,0.00009,0.00074,0.00653,0.00333,0.00586,0.00115,1.538,36.92,61.54,65,2022/08/07
