name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02833,0.00009,0.00046,0.00369,0.00224,0.00056,0.01356,50,2022/09/30
BBC,0.00826,0.00012,0.00075,0.00238,0.00160,0.00031,0.00026,45,2022/09/30
Fox News,0.01745,0.00010,0.00056,0.00092,0.00660,0.00053,0.00525,168,2022/09/30
NBC News,0.01159,0.00014,0.00091,0.00065,0.00529,0.00025,0.00280,63,2022/09/30
New York Post,0.03964,0.00009,0.00053,0.00901,0.01717,0.00311,0.00034,43,2022/09/30
Newsmax,0.01979,0.00013,0.00108,0.00849,0.00221,0.00017,0.00491,50,2022/09/30
Newsweek,0.01310,0.00006,0.00048,0.00451,0.00255,0.00081,0.00017,98,2022/09/30
One America News Network (OAN),0.02691,0.00012,0.00280,0.02219,0.00880,0.00046,0.00037,36,2022/09/30
Reuters,0.00460,0.00005,0.00030,0.00099,0.00049,0.00029,0.00006,35,2022/09/30
The Epoch Times,0.01571,0.00020,0.00185,0.00326,0.00766,0.00031,0.00106,104,2022/09/30
The Guardian (US),0.02424,0.00006,0.00034,0.00065,0.01079,0.00544,0.00191,96,2022/09/30
The Hill,0.00537,0.00004,0.00028,0.00013,0.00071,0.00209,0.00012,42,2022/09/30
The New York Times,0.01966,0.00016,0.00182,0.00114,0.00203,0.00301,0.00369,72,2022/09/30
The Wall Street Journal,0.00511,0.00008,0.00052,0.00069,0.00058,0.00093,0.00007,68,2022/09/30
The Washington Post,0.01091,0.00006,0.00036,0.00041,0.00735,0.00055,0.00008,108,2022/09/30
The Washington Times,0.01552,0.00010,0.00085,0.00185,0.01004,0.00042,0.00015,35,2022/09/30
Washington Examiner,0.02615,0.00023,0.00704,0.00081,0.01646,0.00559,0.00051,64,2022/09/30
