name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01878,0.00011,0.00079,0.00498,0.00234,0.00148,0.00095,8.0,42.0,50.0,50,2022/09/04
BBC,0.01120,0.00007,0.00062,0.00060,0.00661,0.00027,0.00012,13.04,54.35,32.61,46,2022/09/04
Fox News,0.02381,0.00007,0.00065,0.00266,0.00690,0.00114,0.00453,12.21,38.37,49.42,172,2022/09/04
NBC News,0.03748,0.00013,0.00053,0.02233,0.00423,0.00126,0.00546,5.882,30.88,63.24,68,2022/09/04
New York Post,0.02030,0.00011,0.00072,0.00105,0.00460,0.00144,0.00304,30.56,19.44,50.0,36,2022/09/04
Newsmax,0.01251,0.00008,0.00054,0.00164,0.00121,0.00274,0.00007,3.922,49.02,47.06,51,2022/09/04
Newsweek,0.01843,0.00008,0.00087,0.00066,0.00221,0.00059,0.00703,8.434,40.96,50.6,83,2022/09/04
One America News Network (OAN),0.01869,0.00011,0.00134,0.00306,0.00123,0.00092,0.00261,10.34,55.17,34.48,29,2022/09/04
Reuters,0.01800,0.00016,0.00107,0.00744,0.00115,0.00256,0.00014,12.9,51.61,35.48,31,2022/09/04
The Epoch Times,0.00781,0.00011,0.00084,0.00126,0.00125,0.00197,0.00010,6.061,68.69,25.25,99,2022/09/04
The Guardian (US),0.03625,0.00011,0.00073,0.00964,0.01523,0.00328,0.00032,15.96,32.98,51.06,94,2022/09/04
The Hill,0.04661,0.00011,0.00081,0.00164,0.00390,0.00304,0.02801,16.28,39.53,44.19,43,2022/09/04
The New York Times,0.00578,0.00009,0.00071,0.00045,0.00137,0.00121,0.00012,20.9,55.22,23.88,67,2022/09/04
The Wall Street Journal,0.00456,0.00004,0.00025,0.00229,0.00048,0.00019,0.00005,8.955,65.67,25.37,67,2022/09/04
The Washington Post,0.02340,0.00010,0.00049,0.01360,0.00672,0.00068,0.00020,19.81,33.02,47.17,106,2022/09/04
The Washington Times,0.02106,0.00007,0.00036,0.00082,0.00306,0.00180,0.00108,9.524,30.95,59.52,42,2022/09/04
Washington Examiner,0.02581,0.00007,0.00037,0.00029,0.00609,0.00375,0.00917,4.762,46.03,49.21,63,2022/09/04
