name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01278,0.00008,0.00039,0.00838,0.00138,0.00053,0.00021,50,2022/09/24
BBC,0.02022,0.00008,0.00057,0.01622,0.00242,0.00074,0.00012,48,2022/09/24
Fox News,0.02192,0.00010,0.00085,0.00076,0.01054,0.00123,0.00408,162,2022/09/24
NBC News,0.03405,0.00012,0.00053,0.00689,0.00382,0.00207,0.01027,70,2022/09/24
New York Post,0.07594,0.00055,0.00724,0.00094,0.01041,0.00912,0.03597,39,2022/09/24
Newsmax,0.05127,0.00012,0.00080,0.00282,0.02032,0.00280,0.00656,51,2022/09/24
Newsweek,0.01579,0.00017,0.00125,0.00187,0.00657,0.00200,0.00018,88,2022/09/24
One America News Network (OAN),0.01072,0.00005,0.00036,0.00237,0.00415,0.00009,0.00005,36,2022/09/24
Reuters,0.01010,0.00005,0.00032,0.00213,0.00083,0.00104,0.00013,32,2022/09/24
The Epoch Times,0.00817,0.00029,0.00200,0.00132,0.00380,0.00041,0.00014,106,2022/09/24
The Guardian (US),0.01917,0.00006,0.00055,0.00226,0.00381,0.00113,0.00054,92,2022/09/24
The Hill,0.03244,0.00009,0.00053,0.00093,0.01173,0.00044,0.00947,49,2022/09/24
The New York Times,0.01968,0.00011,0.00044,0.00298,0.00383,0.00194,0.00018,69,2022/09/24
The Wall Street Journal,0.01808,0.00013,0.00113,0.00040,0.00367,0.00040,0.01085,66,2022/09/24
The Washington Post,0.02234,0.00005,0.00039,0.00471,0.00696,0.00125,0.00211,115,2022/09/24
The Washington Times,0.00556,0.00004,0.00026,0.00195,0.00092,0.00016,0.00008,41,2022/09/24
Washington Examiner,0.01184,0.00005,0.00048,0.00037,0.00612,0.00082,0.00013,65,2022/09/24
