name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01135,0.00008,0.00058,0.00241,0.00148,0.00032,0.00156,44,2022/09/08
BBC,0.02260,0.00011,0.00053,0.00742,0.00828,0.00134,0.00038,44,2022/09/08
Fox News,0.02018,0.00008,0.00070,0.00128,0.00936,0.00022,0.00150,165,2022/09/08
NBC News,0.03206,0.00009,0.00042,0.01528,0.00263,0.00088,0.00667,69,2022/09/08
New York Post,0.03903,0.00015,0.00272,0.00072,0.00788,0.00443,0.00730,36,2022/09/08
Newsmax,0.05530,0.00280,0.03212,0.02337,0.01786,0.00501,0.01863,52,2022/09/08
Newsweek,0.02227,0.00011,0.00260,0.00428,0.00245,0.00495,0.00048,106,2022/09/08
One America News Network (OAN),0.00141,0.00012,0.00089,0.00048,0.00094,0.00009,0.00005,29,2022/09/08
Reuters,0.00189,0.00015,0.00038,0.00058,0.00058,0.00025,0.00011,37,2022/09/08
The Epoch Times,0.01836,0.00013,0.00107,0.00990,0.00539,0.00093,0.00016,100,2022/09/08
The Guardian (US),0.07086,0.00014,0.00246,0.00375,0.04232,0.00170,0.00859,95,2022/09/08
The Hill,0.00690,0.00004,0.00036,0.00025,0.00178,0.00140,0.00019,48,2022/09/08
The New York Times,0.02331,0.00008,0.00072,0.00033,0.01276,0.00059,0.00254,68,2022/09/08
The Wall Street Journal,0.01375,0.00019,0.01081,0.00032,0.00106,0.00050,0.00021,67,2022/09/08
The Washington Post,0.01146,0.00004,0.00029,0.00062,0.00495,0.00101,0.00013,97,2022/09/08
The Washington Times,0.01199,0.00004,0.00028,0.00544,0.00283,0.00017,0.00010,33,2022/09/08
Washington Examiner,0.01627,0.00004,0.00032,0.00041,0.00281,0.00371,0.00021,63,2022/09/08
