name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00790,0.00008,0.00047,0.00136,0.00252,0.00075,0.00015,50,2023/01/27
BBC,0.03589,0.00010,0.00084,0.00338,0.00700,0.00358,0.00893,45,2023/01/27
Fox News,0.03328,0.00009,0.00073,0.00602,0.01396,0.00331,0.00215,160,2023/01/27
NBC News,0.02181,0.00007,0.00044,0.00203,0.00377,0.00080,0.00493,66,2023/01/27
New York Post,0.07984,0.00017,0.00732,0.00528,0.02552,0.00639,0.01881,40,2023/01/27
Newsmax,0.03893,0.00009,0.00072,0.00695,0.01585,0.00075,0.00044,50,2023/01/27
Newsweek,0.02230,0.00006,0.00052,0.00341,0.01078,0.00086,0.00010,110,2023/01/27
One America News Network (OAN),0.00600,0.00006,0.00053,0.00126,0.00074,0.00090,0.00009,28,2023/01/27
Reuters,0.01857,0.00009,0.00167,0.00976,0.00126,0.00096,0.00082,41,2023/01/27
The Epoch Times,0.00926,0.00009,0.00066,0.00111,0.00100,0.00414,0.00007,107,2023/01/27
The Guardian (US),0.02875,0.00007,0.00053,0.00504,0.00602,0.00268,0.00250,95,2023/01/27
The Hill,0.00786,0.00004,0.00021,0.00030,0.00060,0.00342,0.00009,42,2023/01/27
The New York Times,0.01705,0.00007,0.00049,0.01187,0.00293,0.00039,0.00014,63,2023/01/27
The Wall Street Journal,0.00870,0.00007,0.00056,0.00071,0.00514,0.00014,0.00029,70,2023/01/27
The Washington Post,0.03935,0.00010,0.00045,0.01106,0.02068,0.00155,0.00025,96,2023/01/27
The Washington Times,0.01950,0.00008,0.00050,0.00292,0.00081,0.00751,0.00011,34,2023/01/27
Washington Examiner,0.01202,0.00010,0.00065,0.00387,0.00253,0.00158,0.00012,66,2023/01/27
