name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01071,0.00008,0.00070,0.00044,0.00679,0.00069,0.00013,10.87,30.43,58.7,46,2022/01/15
BBC,0.01422,0.00007,0.00059,0.00319,0.00817,0.00087,0.00022,19.23,42.31,38.46,52,2022/01/15
Fox News,0.02076,0.00009,0.00059,0.00631,0.00798,0.00248,0.00018,17.39,47.83,34.78,115,2022/01/15
NBC News,0.02565,0.00012,0.00086,0.01211,0.00281,0.00059,0.00557,19.4,38.81,41.79,67,2022/01/15
New York Post,0.10055,0.00170,0.05516,0.00141,0.02092,0.02181,0.00705,20.69,34.48,44.83,29,2022/01/15
Newsmax,0.02433,0.00007,0.00062,0.00360,0.01288,0.00152,0.00010,0.00000,45.95,54.05,37,2022/01/15
Newsweek,0.02098,0.00015,0.00067,0.01582,0.00194,0.00074,0.00060,10.87,46.74,42.39,92,2022/01/15
One America News Network (OAN),0.03166,0.00008,0.00064,0.01349,0.00775,0.00148,0.00015,12.0,40.0,48.0,25,2022/01/15
The Epoch Times,0.00638,0.00018,0.00160,0.00053,0.00186,0.00070,0.00183,10.38,57.55,32.08,106,2022/01/15
The Guardian (US),0.02849,0.00028,0.00539,0.00220,0.00221,0.00143,0.01921,9.783,27.17,63.04,92,2022/01/15
The Hill,0.01922,0.00004,0.00052,0.00014,0.01024,0.00056,0.00012,3.333,43.33,53.33,30,2022/01/15
The New York Times,0.00889,0.00012,0.00112,0.00040,0.00377,0.00017,0.00225,7.937,53.97,38.1,63,2022/01/15
The Wall Street Journal,0.00142,0.00007,0.00060,0.00033,0.00079,0.00010,0.00005,12.5,60.94,26.56,64,2022/01/15
The Washington Post,0.01746,0.00005,0.00038,0.00063,0.01119,0.00083,0.00010,18.1,30.48,51.43,105,2022/01/15
The Washington Times,0.03528,0.00005,0.00077,0.00205,0.02800,0.00017,0.00014,18.52,33.33,48.15,27,2022/01/15
Washington Examiner,0.04730,0.00009,0.00125,0.00819,0.02686,0.00192,0.00300,1.493,29.85,68.66,67,2022/01/15
