name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01144,0.00006,0.00033,0.00126,0.00120,0.00241,0.00026,39,2022/03/06
BBC,0.01639,0.00011,0.00081,0.00096,0.01008,0.00126,0.00011,52,2022/03/06
Fox News,0.01385,0.00008,0.00049,0.00241,0.00232,0.00137,0.00029,128,2022/03/06
NBC News,0.04676,0.00013,0.00069,0.02893,0.00545,0.00741,0.00034,57,2022/03/06
New York Post,0.01243,0.00005,0.00048,0.00058,0.00238,0.00203,0.00019,32,2022/03/06
Newsmax,0.00825,0.00009,0.00116,0.00093,0.00285,0.00071,0.00023,37,2022/03/06
Newsweek,0.02709,0.00014,0.00061,0.00456,0.00734,0.00364,0.00406,92,2022/03/06
One America News Network (OAN),0.00144,0.00006,0.00038,0.00036,0.00070,0.00012,0.00005,25,2022/03/06
Reuters,0.00711,0.00004,0.00021,0.00308,0.00044,0.00031,0.00004,40,2022/03/06
The Epoch Times,0.00293,0.00011,0.00089,0.00038,0.00139,0.00040,0.00016,103,2022/03/06
The Guardian (US),0.03715,0.00073,0.00599,0.00461,0.00963,0.00329,0.01359,101,2022/03/06
The Hill,0.00254,0.00004,0.00022,0.00023,0.00060,0.00046,0.00005,30,2022/03/06
The New York Times,0.00509,0.00006,0.00047,0.00167,0.00090,0.00035,0.00013,65,2022/03/06
The Wall Street Journal,0.00496,0.00010,0.00080,0.00097,0.00097,0.00013,0.00177,70,2022/03/06
The Washington Post,0.02320,0.00013,0.00046,0.00156,0.00979,0.00408,0.00017,94,2022/03/06
The Washington Times,0.01896,0.00004,0.00028,0.01175,0.00237,0.00027,0.00028,31,2022/03/06
Washington Examiner,0.03642,0.00007,0.00037,0.00857,0.00483,0.01061,0.00017,66,2022/03/06
