name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01630,0.00006,0.00034,0.00323,0.00115,0.00034,0.00372,10.81,48.65,40.54,37,2022/03/12
BBC,0.02905,0.00012,0.00082,0.00699,0.00434,0.00184,0.00399,13.21,47.17,39.62,53,2022/03/12
Fox News,0.02223,0.00007,0.00053,0.00095,0.01429,0.00053,0.00163,12.3,42.62,45.08,122,2022/03/12
NBC News,0.03522,0.00011,0.00054,0.01111,0.01630,0.00040,0.00061,12.96,33.33,53.7,54,2022/03/12
New York Post,0.09113,0.00042,0.01642,0.00616,0.03830,0.00091,0.02530,21.88,18.75,59.38,32,2022/03/12
Newsmax,0.05170,0.00007,0.00050,0.01843,0.02663,0.00023,0.00422,0.00000,18.92,81.08,37,2022/03/12
Newsweek,0.02362,0.00010,0.00050,0.01078,0.00232,0.00266,0.00018,7.692,47.44,44.87,78,2022/03/12
One America News Network (OAN),0.00271,0.00006,0.00041,0.00071,0.00074,0.00011,0.00005,8.0,32.0,60.0,25,2022/03/12
Reuters,0.02096,0.00006,0.00037,0.00696,0.00149,0.00035,0.00472,4.082,46.94,48.98,49,2022/03/12
The Epoch Times,0.00533,0.00013,0.00092,0.00084,0.00146,0.00052,0.00148,10.58,50.0,39.42,104,2022/03/12
The Guardian (US),0.05347,0.00028,0.00957,0.00858,0.01156,0.00128,0.01148,10.58,36.54,52.88,104,2022/03/12
The Hill,0.00969,0.00006,0.00060,0.00238,0.00132,0.00049,0.00185,6.667,30.0,63.33,30,2022/03/12
The New York Times,0.04684,0.00053,0.00551,0.00907,0.00865,0.00118,0.01656,8.065,45.16,46.77,62,2022/03/12
The Wall Street Journal,0.00637,0.00005,0.00034,0.00069,0.00347,0.00013,0.00007,9.589,56.16,34.25,73,2022/03/12
The Washington Post,0.01488,0.00008,0.00042,0.00213,0.00159,0.00195,0.00422,20.79,29.7,49.5,101,2022/03/12
The Washington Times,0.04775,0.00020,0.00115,0.00920,0.02367,0.00101,0.00700,3.448,31.03,65.52,29,2022/03/12
Washington Examiner,0.04450,0.00012,0.00037,0.00746,0.01528,0.00935,0.00028,6.061,31.82,62.12,66,2022/03/12
