name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00620,0.00007,0.00035,0.00386,0.00094,0.00026,0.00009,13.95,23.26,62.79,43,2022/03/19
BBC,0.01786,0.00016,0.00113,0.00884,0.00187,0.00214,0.00027,26.42,37.74,35.85,53,2022/03/19
Fox News,0.02966,0.00009,0.00179,0.00561,0.00543,0.00518,0.00239,14.63,34.96,50.41,123,2022/03/19
NBC News,0.02346,0.00013,0.00043,0.01663,0.00168,0.00188,0.00209,12.12,37.88,50.0,66,2022/03/19
New York Post,0.08440,0.00196,0.02676,0.00349,0.02862,0.00183,0.05530,12.5,40.62,46.88,32,2022/03/19
Newsmax,0.00254,0.00004,0.00036,0.00062,0.00073,0.00032,0.00004,0.00000,45.95,54.05,37,2022/03/19
Newsweek,0.02094,0.00013,0.00091,0.00469,0.01119,0.00105,0.00016,10.11,43.82,46.07,89,2022/03/19
One America News Network (OAN),0.00211,0.00013,0.00108,0.00036,0.00152,0.00027,0.00009,4.0,64.0,32.0,25,2022/03/19
Reuters,0.00782,0.00005,0.00030,0.00099,0.00105,0.00147,0.00006,8.889,35.56,55.56,45,2022/03/19
The Epoch Times,0.00686,0.00011,0.00069,0.00106,0.00100,0.00098,0.00124,8.911,50.5,40.59,101,2022/03/19
The Guardian (US),0.03070,0.00017,0.00118,0.01214,0.00824,0.00326,0.00909,15.84,27.72,56.44,101,2022/03/19
The Hill,0.00806,0.00007,0.00053,0.00051,0.00209,0.00103,0.00010,6.667,36.67,56.67,30,2022/03/19
The New York Times,0.01276,0.00014,0.00144,0.00136,0.00374,0.00160,0.00089,9.459,54.05,36.49,74,2022/03/19
The Wall Street Journal,0.00491,0.00005,0.00039,0.00045,0.00248,0.00013,0.00007,11.76,58.82,29.41,68,2022/03/19
The Washington Post,0.03563,0.00010,0.00813,0.00879,0.01469,0.00027,0.00068,16.67,32.41,50.93,108,2022/03/19
The Washington Times,0.01548,0.00005,0.00038,0.00256,0.00443,0.00046,0.00040,20.69,34.48,44.83,29,2022/03/19
Washington Examiner,0.00978,0.00004,0.00023,0.00080,0.00452,0.00051,0.00137,8.955,35.82,55.22,67,2022/03/19
