name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01823,0.00018,0.00065,0.01366,0.00182,0.00169,0.00050,2.381,57.14,40.48,42,2022/03/27
BBC,0.03525,0.00009,0.00066,0.00357,0.02281,0.00459,0.00015,5.66,47.17,47.17,53,2022/03/27
Fox News,0.00749,0.00007,0.00053,0.00188,0.00247,0.00028,0.00045,18.75,41.41,39.84,128,2022/03/27
NBC News,0.02785,0.00007,0.00035,0.01286,0.00839,0.00017,0.00021,11.86,42.37,45.76,59,2022/03/27
New York Post,0.04015,0.00015,0.00170,0.00113,0.02530,0.00342,0.00033,15.62,40.62,43.75,32,2022/03/27
Newsmax,0.00807,0.00011,0.00068,0.00287,0.00204,0.00023,0.00026,0.00000,56.76,43.24,37,2022/03/27
Newsweek,0.00922,0.00008,0.00060,0.00185,0.00143,0.00049,0.00037,8.046,47.13,44.83,87,2022/03/27
One America News Network (OAN),0.00443,0.00007,0.00058,0.00047,0.00077,0.00068,0.00016,16.0,44.0,40.0,25,2022/03/27
Reuters,0.00598,0.00006,0.00043,0.00114,0.00126,0.00045,0.00016,10.42,43.75,45.83,48,2022/03/27
The Epoch Times,0.00547,0.00016,0.00127,0.00065,0.00225,0.00057,0.00028,11.34,49.48,39.18,97,2022/03/27
The Guardian (US),0.01834,0.00007,0.00066,0.00306,0.00635,0.00098,0.00115,17.35,31.63,51.02,98,2022/03/27
The Hill,0.00599,0.00004,0.00025,0.00057,0.00084,0.00114,0.00007,6.667,33.33,60.0,30,2022/03/27
The New York Times,0.01947,0.00009,0.00089,0.00145,0.01617,0.00035,0.00012,7.576,71.21,21.21,66,2022/03/27
The Wall Street Journal,0.00194,0.00019,0.00128,0.00048,0.00137,0.00022,0.00009,8.824,70.59,20.59,68,2022/03/27
The Washington Post,0.02654,0.00019,0.00056,0.00640,0.01213,0.00276,0.00024,18.69,39.25,42.06,107,2022/03/27
The Washington Times,0.02628,0.00010,0.00085,0.00068,0.02024,0.00047,0.00014,15.62,31.25,53.12,32,2022/03/27
Washington Examiner,0.03267,0.00010,0.00075,0.01018,0.01007,0.00197,0.00390,5.97,35.82,58.21,67,2022/03/27
