name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02543,0.00011,0.00047,0.00134,0.00209,0.01038,0.00029,43,2022/03/05
BBC,0.03467,0.00013,0.00093,0.00398,0.01702,0.00509,0.00015,52,2022/03/05
Fox News,0.00772,0.00006,0.00038,0.00103,0.00152,0.00117,0.00028,129,2022/03/05
NBC News,0.05549,0.00013,0.00062,0.02472,0.00510,0.01557,0.00035,68,2022/03/05
New York Post,0.07098,0.00025,0.02923,0.00463,0.02830,0.00377,0.00358,32,2022/03/05
Newsmax,0.03458,0.00010,0.00108,0.00195,0.01695,0.00201,0.00013,37,2022/03/05
Newsweek,0.05270,0.00035,0.01135,0.00996,0.01887,0.01183,0.00041,88,2022/03/05
One America News Network (OAN),0.00155,0.00005,0.00033,0.00035,0.00050,0.00013,0.00005,25,2022/03/05
Reuters,0.02428,0.00004,0.00026,0.00518,0.01403,0.00035,0.00005,57,2022/03/05
The Epoch Times,0.01196,0.00011,0.00064,0.00053,0.00088,0.00792,0.00034,104,2022/03/05
The Guardian (US),0.02944,0.00065,0.01103,0.00322,0.00441,0.00245,0.00915,110,2022/03/05
The Hill,0.04320,0.00008,0.00040,0.00058,0.01418,0.01513,0.00015,30,2022/03/05
The New York Times,0.00917,0.00013,0.00074,0.00345,0.00144,0.00076,0.00016,72,2022/03/05
The Wall Street Journal,0.00979,0.00009,0.00069,0.00074,0.00164,0.00033,0.00473,70,2022/03/05
The Washington Post,0.05463,0.00012,0.00051,0.00637,0.02815,0.00452,0.00213,95,2022/03/05
The Washington Times,0.03323,0.00005,0.00027,0.02443,0.00274,0.00119,0.00012,29,2022/03/05
Washington Examiner,0.05271,0.00010,0.00054,0.00857,0.01100,0.01058,0.00853,67,2022/03/05
