name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00748,0.00008,0.00038,0.00540,0.00116,0.00026,0.00013,42,2022/03/21
BBC,0.03733,0.00013,0.00099,0.00491,0.02310,0.00331,0.00022,50,2022/03/21
Fox News,0.00829,0.00006,0.00040,0.00185,0.00187,0.00070,0.00026,126,2022/03/21
NBC News,0.02581,0.00019,0.00053,0.01925,0.00236,0.00052,0.00126,62,2022/03/21
New York Post,0.00379,0.00010,0.00084,0.00049,0.00089,0.00058,0.00027,32,2022/03/21
Newsmax,0.01231,0.00021,0.00165,0.00255,0.00208,0.00192,0.00024,37,2022/03/21
Newsweek,0.01643,0.00013,0.00111,0.00243,0.00196,0.00278,0.00145,90,2022/03/21
One America News Network (OAN),0.00166,0.00011,0.00095,0.00043,0.00123,0.00010,0.00005,25,2022/03/21
Reuters,0.00927,0.00004,0.00031,0.00091,0.00128,0.00137,0.00006,51,2022/03/21
The Epoch Times,0.00847,0.00013,0.00101,0.00167,0.00315,0.00016,0.00124,102,2022/03/21
The Guardian (US),0.03575,0.00010,0.00109,0.00137,0.01830,0.00068,0.00401,105,2022/03/21
The Hill,0.03032,0.00007,0.00042,0.01081,0.01108,0.00060,0.00018,30,2022/03/21
The New York Times,0.00572,0.00011,0.00089,0.00062,0.00154,0.00130,0.00012,73,2022/03/21
The Wall Street Journal,0.00481,0.00006,0.00043,0.00030,0.00145,0.00126,0.00013,70,2022/03/21
The Washington Post,0.03187,0.00012,0.00870,0.00129,0.01247,0.00072,0.00544,100,2022/03/21
The Washington Times,0.01348,0.00006,0.00035,0.00271,0.00392,0.00049,0.00165,34,2022/03/21
Washington Examiner,0.02753,0.00005,0.00036,0.00329,0.01515,0.00181,0.00009,64,2022/03/21
