name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00350,0.00009,0.00060,0.00070,0.00116,0.00025,0.00009,40,2022/03/17
BBC,0.02184,0.00029,0.00177,0.00136,0.00182,0.00106,0.01689,50,2022/03/17
Fox News,0.00820,0.00007,0.00060,0.00206,0.00203,0.00035,0.00017,120,2022/03/17
NBC News,0.05129,0.00036,0.00082,0.04114,0.00656,0.00259,0.00110,66,2022/03/17
New York Post,0.04802,0.00018,0.00105,0.00149,0.02275,0.00091,0.01701,32,2022/03/17
Newsmax,0.00574,0.00008,0.00052,0.00174,0.00135,0.00020,0.00009,37,2022/03/17
Newsweek,0.00738,0.00008,0.00063,0.00250,0.00197,0.00017,0.00008,84,2022/03/17
One America News Network (OAN),0.00698,0.00015,0.00116,0.00125,0.00225,0.00055,0.00009,25,2022/03/17
Reuters,0.01666,0.00007,0.00058,0.00178,0.00229,0.00689,0.00011,50,2022/03/17
The Epoch Times,0.00309,0.00011,0.00068,0.00056,0.00104,0.00037,0.00010,106,2022/03/17
The Guardian (US),0.03027,0.00008,0.00043,0.00624,0.01581,0.00313,0.00014,101,2022/03/17
The Hill,0.00232,0.00003,0.00021,0.00016,0.00059,0.00042,0.00005,30,2022/03/17
The New York Times,0.01955,0.00013,0.00066,0.00461,0.00116,0.00292,0.00561,65,2022/03/17
The Wall Street Journal,0.00383,0.00006,0.00043,0.00167,0.00108,0.00008,0.00005,72,2022/03/17
The Washington Post,0.02826,0.00008,0.00136,0.00549,0.00703,0.00131,0.01019,122,2022/03/17
The Washington Times,0.02834,0.00004,0.00024,0.00335,0.01814,0.00043,0.00008,28,2022/03/17
Washington Examiner,0.03509,0.00014,0.00423,0.00065,0.01795,0.00225,0.00099,66,2022/03/17
