name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02361,0.00007,0.00051,0.00036,0.00954,0.00478,0.00016,12.0,38.0,50.0,50,2022/05/26
BBC,0.03446,0.00015,0.00110,0.00473,0.01062,0.00110,0.01071,16.0,40.0,44.0,50,2022/05/26
Fox News,0.01711,0.00009,0.00054,0.00054,0.00467,0.00342,0.00024,9.091,40.0,50.91,165,2022/05/26
NBC News,0.03183,0.00013,0.00287,0.01026,0.00494,0.00066,0.00854,4.918,39.34,55.74,61,2022/05/26
New York Post,0.07433,0.00033,0.00219,0.00106,0.01225,0.02049,0.02460,20.0,25.0,55.0,40,2022/05/26
Newsmax,0.02301,0.00008,0.00055,0.00083,0.00121,0.01137,0.00125,7.895,42.11,50.0,38,2022/05/26
Newsweek,0.02095,0.00013,0.00108,0.00479,0.00254,0.00352,0.00041,6.731,49.04,44.23,104,2022/05/26
One America News Network (OAN),0.07667,0.00017,0.00161,0.00655,0.03349,0.00019,0.02495,0.00000,50.0,50.0,22,2022/05/26
Reuters,0.00236,0.00007,0.00036,0.00088,0.00047,0.00023,0.00007,12.73,40.0,47.27,55,2022/05/26
The Epoch Times,0.00589,0.00018,0.00134,0.00048,0.00276,0.00030,0.00171,12.38,50.48,37.14,105,2022/05/26
The Guardian (US),0.02732,0.00010,0.00069,0.00520,0.01131,0.00248,0.00026,12.0,39.0,49.0,100,2022/05/26
The Hill,0.02277,0.00005,0.00040,0.00027,0.01197,0.00490,0.00020,2.128,55.32,42.55,47,2022/05/26
The New York Times,0.01223,0.00009,0.00068,0.00076,0.00188,0.00087,0.00199,2.899,49.28,47.83,69,2022/05/26
The Wall Street Journal,0.00929,0.00013,0.00097,0.00069,0.00153,0.00217,0.00015,8.696,59.42,31.88,69,2022/05/26
The Washington Post,0.02326,0.00009,0.00073,0.00186,0.00997,0.00065,0.00278,5.455,40.91,53.64,110,2022/05/26
The Washington Times,0.05047,0.00007,0.00037,0.00190,0.01413,0.00944,0.00021,3.571,35.71,60.71,28,2022/05/26
Washington Examiner,0.02887,0.00006,0.00051,0.00071,0.02357,0.00031,0.00016,9.231,38.46,52.31,65,2022/05/26
