name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03465,0.00008,0.00052,0.00401,0.02134,0.00118,0.00012,7.5,32.5,60.0,40,2022/05/16
BBC,0.02080,0.00008,0.00075,0.00077,0.00824,0.00236,0.00108,18.0,48.0,34.0,50,2022/05/16
Fox News,0.01769,0.00009,0.00073,0.00347,0.00487,0.00121,0.00040,15.06,46.39,38.55,166,2022/05/16
NBC News,0.03073,0.00007,0.00038,0.01663,0.00258,0.00216,0.00025,6.061,34.85,59.09,66,2022/05/16
New York Post,0.04650,0.00040,0.00602,0.00120,0.00535,0.00356,0.02476,25.0,30.56,44.44,36,2022/05/16
Newsmax,0.02689,0.00006,0.00035,0.00072,0.01698,0.00324,0.00009,2.703,45.95,51.35,37,2022/05/16
Newsweek,0.03980,0.00031,0.00224,0.00985,0.00586,0.00459,0.01006,8.0,44.0,48.0,100,2022/05/16
One America News Network (OAN),0.00483,0.00003,0.00024,0.00116,0.00079,0.00013,0.00005,4.545,50.0,45.45,22,2022/05/16
Reuters,0.00163,0.00004,0.00024,0.00032,0.00066,0.00009,0.00004,11.9,52.38,35.71,42,2022/05/16
The Epoch Times,0.01849,0.00017,0.00122,0.00242,0.00789,0.00378,0.00141,13.73,50.98,35.29,102,2022/05/16
The Guardian (US),0.03430,0.00008,0.00070,0.00912,0.00827,0.00078,0.00341,15.62,26.04,58.33,96,2022/05/16
The Hill,0.00880,0.00006,0.00034,0.00052,0.00276,0.00311,0.00016,19.15,29.79,51.06,47,2022/05/16
The New York Times,0.01882,0.00011,0.00057,0.00102,0.00194,0.00716,0.00014,7.353,42.65,50.0,68,2022/05/16
The Wall Street Journal,0.00652,0.00011,0.00044,0.00215,0.00203,0.00048,0.00011,13.85,52.31,33.85,65,2022/05/16
The Washington Post,0.03236,0.00012,0.00196,0.01082,0.00742,0.00047,0.00636,12.5,37.5,50.0,88,2022/05/16
The Washington Times,0.02319,0.00006,0.00059,0.00504,0.00680,0.00026,0.00033,12.9,22.58,64.52,31,2022/05/16
Washington Examiner,0.03428,0.00032,0.00306,0.00482,0.00614,0.00097,0.01538,7.937,42.86,49.21,63,2022/05/16
