name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04583,0.00023,0.00089,0.01762,0.00393,0.00055,0.02360,12.24,34.69,53.06,49,2022/05/01
BBC,0.06322,0.00015,0.00158,0.00324,0.04783,0.00090,0.00450,15.09,52.83,32.08,53,2022/05/01
Fox News,0.01051,0.00009,0.00056,0.00330,0.00236,0.00078,0.00036,11.45,40.96,47.59,166,2022/05/01
NBC News,0.03526,0.00015,0.00115,0.01073,0.00295,0.00057,0.01159,6.061,45.45,48.48,66,2022/05/01
New York Post,0.01418,0.00011,0.00055,0.00594,0.00221,0.00049,0.00022,17.24,34.48,48.28,29,2022/05/01
Newsmax,0.03454,0.00012,0.00056,0.00084,0.00136,0.01691,0.00340,5.405,45.95,48.65,37,2022/05/01
Newsweek,0.02081,0.00009,0.00054,0.00907,0.00214,0.00302,0.00015,10.39,53.25,36.36,77,2022/05/01
One America News Network (OAN),0.00184,0.00003,0.00023,0.00023,0.00054,0.00012,0.00004,4.545,45.45,50.0,22,2022/05/01
Reuters,0.00770,0.00004,0.00037,0.00041,0.00263,0.00027,0.00020,15.22,41.3,43.48,46,2022/05/01
The Epoch Times,0.00598,0.00011,0.00071,0.00062,0.00103,0.00018,0.00256,13.46,50.96,35.58,104,2022/05/01
The Guardian (US),0.02578,0.00007,0.00050,0.00116,0.00688,0.00037,0.00871,13.04,38.04,48.91,92,2022/05/01
The Hill,0.01794,0.00005,0.00048,0.00037,0.01079,0.00023,0.00124,0.00000,31.11,68.89,45,2022/05/01
The New York Times,0.01860,0.00015,0.00098,0.00798,0.00677,0.00026,0.00068,10.94,56.25,32.81,64,2022/05/01
The Wall Street Journal,0.00265,0.00006,0.00039,0.00028,0.00108,0.00058,0.00004,15.38,63.08,21.54,65,2022/05/01
The Washington Post,0.01035,0.00012,0.00056,0.00247,0.00356,0.00034,0.00019,20.41,34.69,44.9,98,2022/05/01
The Washington Times,0.03265,0.00015,0.00155,0.00114,0.00185,0.00030,0.02424,20.0,40.0,40.0,30,2022/05/01
Washington Examiner,0.00708,0.00004,0.00031,0.00096,0.00146,0.00076,0.00016,6.061,42.42,51.52,66,2022/05/01
