name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00259,0.00007,0.00055,0.00038,0.00124,0.00013,0.00008,11.63,48.84,39.53,43,2022/05/11
BBC,0.03006,0.00010,0.00097,0.00214,0.00876,0.00612,0.00016,9.615,44.23,46.15,52,2022/05/11
Fox News,0.01004,0.00012,0.00076,0.00226,0.00305,0.00059,0.00075,17.61,38.64,43.75,176,2022/05/11
NBC News,0.02461,0.00016,0.00070,0.01016,0.00265,0.00120,0.00162,7.692,41.54,50.77,65,2022/05/11
New York Post,0.09728,0.00032,0.01028,0.00687,0.01638,0.01643,0.03497,16.67,22.22,61.11,36,2022/05/11
Newsmax,0.03264,0.00024,0.00153,0.00211,0.00210,0.01922,0.00065,10.81,48.65,40.54,37,2022/05/11
Newsweek,0.03307,0.00013,0.00067,0.01213,0.01182,0.00154,0.00096,11.11,46.46,42.42,99,2022/05/11
One America News Network (OAN),0.04585,0.00014,0.00120,0.00029,0.04571,0.00013,0.00010,4.545,50.0,45.45,22,2022/05/11
Reuters,0.00344,0.00005,0.00033,0.00061,0.00110,0.00038,0.00009,5.357,44.64,50.0,56,2022/05/11
The Epoch Times,0.00509,0.00014,0.00109,0.00051,0.00223,0.00039,0.00037,10.0,57.0,33.0,100,2022/05/11
The Guardian (US),0.04228,0.00014,0.00115,0.00345,0.02601,0.00443,0.00102,13.83,31.91,54.26,94,2022/05/11
The Hill,0.00951,0.00004,0.00032,0.00039,0.00149,0.00151,0.00090,8.511,48.94,42.55,47,2022/05/11
The New York Times,0.02442,0.00008,0.00046,0.01058,0.00219,0.00216,0.00014,4.762,47.62,47.62,63,2022/05/11
The Wall Street Journal,0.00634,0.00015,0.00100,0.00076,0.00359,0.00024,0.00009,11.48,63.93,24.59,61,2022/05/11
The Washington Post,0.01719,0.00010,0.00042,0.00847,0.00394,0.00056,0.00071,16.81,27.73,55.46,119,2022/05/11
The Washington Times,0.05448,0.00012,0.00052,0.00406,0.02087,0.00021,0.01132,18.75,28.12,53.12,32,2022/05/11
Washington Examiner,0.03179,0.00009,0.00053,0.01156,0.00489,0.00105,0.00321,7.937,50.79,41.27,63,2022/05/11
