name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02402,0.00009,0.00068,0.00705,0.00481,0.00117,0.00016,4.348,41.3,54.35,46,2022/05/12
BBC,0.05059,0.00015,0.00156,0.01050,0.01780,0.00750,0.00091,8.0,52.0,40.0,50,2022/05/12
Fox News,0.00888,0.00009,0.00060,0.00228,0.00318,0.00054,0.00032,14.02,41.46,44.51,164,2022/05/12
NBC News,0.02561,0.00018,0.00072,0.01301,0.00299,0.00085,0.00205,4.762,39.68,55.56,63,2022/05/12
New York Post,0.06040,0.00052,0.02693,0.00877,0.02587,0.00040,0.00078,16.67,33.33,50.0,36,2022/05/12
Newsmax,0.00862,0.00021,0.00197,0.00149,0.00182,0.00039,0.00063,2.703,51.35,45.95,37,2022/05/12
Newsweek,0.03107,0.00011,0.00064,0.00388,0.00891,0.00724,0.00554,13.19,37.36,49.45,91,2022/05/12
One America News Network (OAN),0.04619,0.00014,0.00121,0.00037,0.04572,0.00016,0.00008,0.00000,45.45,54.55,22,2022/05/12
Reuters,0.00790,0.00006,0.00034,0.00179,0.00052,0.00120,0.00007,12.5,41.67,45.83,48,2022/05/12
The Epoch Times,0.01511,0.00014,0.00119,0.00051,0.00720,0.00027,0.00325,13.27,45.92,40.82,98,2022/05/12
The Guardian (US),0.04317,0.00019,0.00256,0.00180,0.01373,0.00199,0.01226,15.46,28.87,55.67,97,2022/05/12
The Hill,0.00804,0.00005,0.00027,0.00049,0.00067,0.00347,0.00012,11.11,44.44,44.44,45,2022/05/12
The New York Times,0.04013,0.00021,0.00130,0.01157,0.00721,0.00165,0.00416,4.762,42.86,52.38,63,2022/05/12
The Wall Street Journal,0.00691,0.00006,0.00041,0.00140,0.00146,0.00071,0.00007,6.25,62.5,31.25,64,2022/05/12
The Washington Post,0.01889,0.00008,0.00155,0.00522,0.00264,0.00211,0.00376,9.836,30.33,59.84,122,2022/05/12
The Washington Times,0.02473,0.00020,0.00044,0.02078,0.00122,0.00252,0.00043,12.9,32.26,54.84,31,2022/05/12
Washington Examiner,0.03726,0.00005,0.00038,0.01533,0.01062,0.00166,0.00018,7.812,40.62,51.56,64,2022/05/12
