name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02167,0.00039,0.00470,0.00181,0.00510,0.00047,0.00555,47,2022/06/28
BBC,0.03252,0.00010,0.00061,0.00371,0.00878,0.01018,0.00038,50,2022/06/28
Fox News,0.02186,0.00008,0.00435,0.00098,0.00844,0.00092,0.00035,180,2022/06/28
NBC News,0.03559,0.00017,0.00075,0.01532,0.00589,0.00084,0.00284,68,2022/06/28
New York Post,0.07480,0.00032,0.01563,0.00243,0.01435,0.00262,0.02121,47,2022/06/28
Newsmax,0.06200,0.00009,0.00068,0.00169,0.03190,0.01530,0.00016,37,2022/06/28
Newsweek,0.01887,0.00013,0.00090,0.00157,0.01256,0.00027,0.00054,107,2022/06/28
One America News Network (OAN),0.01151,0.00005,0.00030,0.00102,0.00077,0.00330,0.00009,22,2022/06/28
Reuters,0.00668,0.00008,0.00053,0.00061,0.00055,0.00102,0.00106,42,2022/06/28
The Epoch Times,0.00776,0.00019,0.00150,0.00081,0.00161,0.00033,0.00292,102,2022/06/28
The Guardian (US),0.05092,0.00015,0.00219,0.00629,0.02276,0.00176,0.00264,94,2022/06/28
The Hill,0.04730,0.00014,0.01486,0.00024,0.00881,0.00033,0.01432,47,2022/06/28
The New York Times,0.03330,0.00013,0.00311,0.00176,0.00554,0.00062,0.00682,68,2022/06/28
The Wall Street Journal,0.00258,0.00007,0.00051,0.00040,0.00070,0.00021,0.00005,69,2022/06/28
The Washington Post,0.02058,0.00010,0.00055,0.00387,0.00324,0.00185,0.00684,108,2022/06/28
The Washington Times,0.02462,0.00008,0.01476,0.00079,0.00285,0.00024,0.00304,31,2022/06/28
Washington Examiner,0.04466,0.00014,0.01215,0.01222,0.01275,0.00105,0.00101,61,2022/06/28
