name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01283,0.00006,0.00047,0.00084,0.00272,0.00078,0.00017,8.0,44.0,48.0,50,2022/10/12
BBC,0.02184,0.00023,0.00178,0.00320,0.00348,0.00624,0.00050,28.89,31.11,40.0,45,2022/10/12
Fox News,0.01741,0.00012,0.00128,0.00167,0.00521,0.00061,0.00534,13.04,40.99,45.96,161,2022/10/12
NBC News,0.02795,0.00008,0.00075,0.00824,0.00598,0.00027,0.00107,10.61,39.39,50.0,66,2022/10/12
New York Post,0.03656,0.00010,0.00094,0.00040,0.00570,0.00566,0.01323,23.08,28.21,48.72,39,2022/10/12
Newsmax,0.04728,0.00032,0.00237,0.00713,0.00982,0.00794,0.01385,4.0,52.0,44.0,50,2022/10/12
Newsweek,0.02615,0.00014,0.00109,0.01100,0.01393,0.00072,0.00020,10.28,50.47,39.25,107,2022/10/12
One America News Network (OAN),0.02462,0.00008,0.00054,0.00051,0.01021,0.00019,0.00014,11.11,41.67,47.22,36,2022/10/12
Reuters,0.00928,0.00004,0.00033,0.00095,0.00199,0.00016,0.00006,18.42,47.37,34.21,38,2022/10/12
The Epoch Times,0.00331,0.00012,0.00088,0.00069,0.00133,0.00016,0.00045,15.79,53.68,30.53,95,2022/10/12
The Guardian (US),0.02876,0.00011,0.00066,0.01608,0.00623,0.00049,0.00124,13.13,31.31,55.56,99,2022/10/12
The Hill,0.00506,0.00003,0.00023,0.00046,0.00164,0.00023,0.00006,11.11,46.67,42.22,45,2022/10/12
The New York Times,0.03054,0.00009,0.00046,0.00110,0.00800,0.01161,0.00042,10.94,56.25,32.81,64,2022/10/12
The Wall Street Journal,0.00087,0.00004,0.00029,0.00018,0.00037,0.00007,0.00005,10.45,67.16,22.39,67,2022/10/12
The Washington Post,0.03157,0.00007,0.00070,0.00770,0.01650,0.00050,0.00027,16.16,37.37,46.46,99,2022/10/12
The Washington Times,0.01350,0.00006,0.00046,0.01258,0.00111,0.00052,0.00020,5.882,41.18,52.94,34,2022/10/12
Washington Examiner,0.02062,0.00004,0.00025,0.00985,0.00625,0.00048,0.00020,6.25,48.44,45.31,64,2022/10/12
