name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00490,0.00015,0.00099,0.00076,0.00114,0.00119,0.00070,50,2022/10/18
BBC,0.01264,0.00009,0.00052,0.00419,0.00116,0.00153,0.00012,44,2022/10/18
Fox News,0.03128,0.00010,0.00095,0.00445,0.01521,0.00187,0.00214,154,2022/10/18
NBC News,0.03972,0.00018,0.00050,0.02108,0.00600,0.00043,0.00553,66,2022/10/18
New York Post,0.04271,0.00053,0.02348,0.00131,0.02801,0.00042,0.00257,40,2022/10/18
Newsmax,0.00826,0.00008,0.00074,0.00183,0.00170,0.00053,0.00020,51,2022/10/18
Newsweek,0.03632,0.00014,0.00408,0.01092,0.01248,0.00392,0.00024,108,2022/10/18
One America News Network (OAN),0.01625,0.00009,0.00058,0.00053,0.00089,0.00648,0.00008,36,2022/10/18
Reuters,0.00454,0.00004,0.00028,0.00032,0.00176,0.00025,0.00005,38,2022/10/18
The Epoch Times,0.01173,0.00025,0.00187,0.00262,0.00255,0.00209,0.00030,107,2022/10/18
The Guardian (US),0.04606,0.00023,0.00825,0.00586,0.02409,0.00111,0.01331,100,2022/10/18
The Hill,0.07112,0.00007,0.00048,0.01672,0.05088,0.00036,0.00017,42,2022/10/18
The New York Times,0.01856,0.00008,0.00053,0.00048,0.00398,0.00870,0.00014,66,2022/10/18
The Wall Street Journal,0.00615,0.00006,0.00044,0.00040,0.00312,0.00045,0.00007,69,2022/10/18
The Washington Post,0.02598,0.00007,0.00043,0.00644,0.01195,0.00082,0.00028,106,2022/10/18
The Washington Times,0.01366,0.00007,0.00054,0.00495,0.00271,0.00132,0.00022,33,2022/10/18
Washington Examiner,0.05294,0.00013,0.00638,0.00302,0.03076,0.00095,0.00506,64,2022/10/18
