name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04335,0.00015,0.00044,0.00142,0.00128,0.02258,0.00732,7.5,37.5,55.0,40,2022/10/28
BBC,0.03438,0.00012,0.00108,0.00706,0.00596,0.00218,0.00764,15.56,51.11,33.33,45,2022/10/28
Fox News,0.03461,0.00021,0.00977,0.00292,0.00899,0.00083,0.00761,12.73,44.85,42.42,165,2022/10/28
NBC News,0.02218,0.00010,0.00057,0.01013,0.00272,0.00363,0.00196,5.479,31.51,63.01,73,2022/10/28
New York Post,0.03596,0.00010,0.01114,0.00496,0.00338,0.00527,0.00064,10.0,42.5,47.5,40,2022/10/28
Newsmax,0.00811,0.00007,0.00052,0.00511,0.00095,0.00029,0.00018,12.0,48.0,40.0,50,2022/10/28
Newsweek,0.04848,0.00011,0.00117,0.00624,0.01730,0.00634,0.00679,7.407,46.3,46.3,108,2022/10/28
One America News Network (OAN),0.00336,0.00015,0.00089,0.00066,0.00113,0.00036,0.00014,5.556,61.11,33.33,36,2022/10/28
Reuters,0.00796,0.00005,0.00031,0.00049,0.00093,0.00289,0.00009,25.0,40.0,35.0,40,2022/10/28
The Epoch Times,0.01128,0.00017,0.00101,0.00295,0.00195,0.00172,0.00030,10.48,58.1,31.43,105,2022/10/28
The Guardian (US),0.05443,0.00012,0.00179,0.00235,0.01778,0.00062,0.02027,12.87,34.65,52.48,101,2022/10/28
The Hill,0.00570,0.00004,0.00037,0.00035,0.00191,0.00090,0.00008,6.667,60.0,33.33,45,2022/10/28
The New York Times,0.01152,0.00006,0.00042,0.00044,0.00326,0.00267,0.00008,11.27,50.7,38.03,71,2022/10/28
The Wall Street Journal,0.00125,0.00005,0.00029,0.00032,0.00039,0.00024,0.00005,19.12,58.82,22.06,68,2022/10/28
The Washington Post,0.02476,0.00006,0.00060,0.00348,0.00825,0.00595,0.00057,14.95,42.06,42.99,107,2022/10/28
The Washington Times,0.01262,0.00007,0.00029,0.00118,0.00456,0.00189,0.00013,9.375,37.5,53.12,32,2022/10/28
Washington Examiner,0.02507,0.00006,0.00205,0.00502,0.01041,0.00038,0.00016,4.839,25.81,69.35,62,2022/10/28
