name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01264,0.00014,0.00105,0.00377,0.00389,0.00066,0.00013,12.0,46.0,42.0,50,2022/10/21
BBC,0.03069,0.00014,0.00199,0.00292,0.00643,0.00726,0.00294,15.56,46.67,37.78,45,2022/10/21
Fox News,0.02423,0.00007,0.00567,0.00079,0.01650,0.00029,0.00025,10.27,40.41,49.32,146,2022/10/21
NBC News,0.04157,0.00021,0.00067,0.02388,0.00379,0.00279,0.00642,10.61,33.33,56.06,66,2022/10/21
New York Post,0.05738,0.00019,0.00245,0.00058,0.02630,0.00266,0.01471,12.5,32.5,55.0,40,2022/10/21
Newsmax,0.01166,0.00014,0.00081,0.00202,0.00163,0.00084,0.00189,2.0,48.0,50.0,50,2022/10/21
Newsweek,0.03613,0.00015,0.00448,0.01122,0.00586,0.00456,0.00134,5.769,40.38,53.85,104,2022/10/21
One America News Network (OAN),0.00700,0.00012,0.00095,0.00032,0.00157,0.00019,0.00312,5.556,52.78,41.67,36,2022/10/21
Reuters,0.01724,0.00018,0.00123,0.00162,0.00151,0.00957,0.00013,8.824,61.76,29.41,34,2022/10/21
The Epoch Times,0.00245,0.00014,0.00107,0.00042,0.00141,0.00023,0.00021,13.64,50.0,36.36,110,2022/10/21
The Guardian (US),0.03462,0.00010,0.00066,0.00129,0.01505,0.00660,0.00360,13.46,35.58,50.96,104,2022/10/21
The Hill,0.01351,0.00006,0.00038,0.00021,0.00112,0.00256,0.00399,6.667,48.89,44.44,45,2022/10/21
The New York Times,0.01731,0.00008,0.00061,0.00496,0.00240,0.00069,0.00159,12.31,53.85,33.85,65,2022/10/21
The Wall Street Journal,0.00073,0.00004,0.00027,0.00017,0.00033,0.00006,0.00004,18.18,51.52,30.3,66,2022/10/21
The Washington Post,0.02143,0.00011,0.00049,0.00466,0.00302,0.00091,0.00777,10.78,39.22,50.0,102,2022/10/21
The Washington Times,0.00335,0.00005,0.00037,0.00070,0.00107,0.00013,0.00011,5.714,31.43,62.86,35,2022/10/21
Washington Examiner,0.02559,0.00007,0.00040,0.00089,0.00844,0.00543,0.00054,3.175,41.27,55.56,63,2022/10/21
