name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.03535,0.00008,0.00046,0.00148,0.00182,0.00238,0.01427,50,2022/10/02
BBC,0.05115,0.00010,0.00098,0.00223,0.02744,0.00049,0.00912,47,2022/10/02
Fox News,0.00968,0.00006,0.00035,0.00057,0.00473,0.00090,0.00009,168,2022/10/02
NBC News,0.04599,0.00012,0.00086,0.01515,0.01665,0.00290,0.00043,62,2022/10/02
New York Post,0.06128,0.00020,0.00305,0.00091,0.01028,0.00059,0.03125,39,2022/10/02
Newsmax,0.02099,0.00010,0.00081,0.00867,0.00512,0.00075,0.00017,51,2022/10/02
Newsweek,0.01551,0.00008,0.00047,0.00566,0.00439,0.00077,0.00013,86,2022/10/02
One America News Network (OAN),0.00826,0.00006,0.00044,0.00157,0.00076,0.00019,0.00146,36,2022/10/02
Reuters,0.00981,0.00007,0.00045,0.00028,0.00076,0.00095,0.00184,36,2022/10/02
The Epoch Times,0.01076,0.00020,0.00154,0.00056,0.00800,0.00019,0.00019,103,2022/10/02
The Guardian (US),0.02052,0.00012,0.00088,0.00203,0.01360,0.00165,0.00017,97,2022/10/02
The Hill,0.01984,0.00005,0.00056,0.00061,0.01132,0.00174,0.00011,48,2022/10/02
The New York Times,0.01943,0.00006,0.00037,0.00089,0.00347,0.00496,0.00011,73,2022/10/02
The Wall Street Journal,0.00214,0.00005,0.00037,0.00037,0.00052,0.00026,0.00004,66,2022/10/02
The Washington Post,0.03019,0.00006,0.00045,0.00285,0.01101,0.00396,0.00012,120,2022/10/02
The Washington Times,0.03600,0.00008,0.00037,0.00486,0.00765,0.00624,0.00022,41,2022/10/02
Washington Examiner,0.01996,0.00005,0.00039,0.00258,0.00521,0.00250,0.00013,66,2022/10/02
