name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00865,0.00006,0.00046,0.00126,0.00287,0.00012,0.00011,16.33,42.86,40.82,49,2022/10/13
BBC,0.03497,0.00037,0.00183,0.01842,0.00518,0.00623,0.00059,20.0,48.89,31.11,45,2022/10/13
Fox News,0.03086,0.00010,0.00068,0.00203,0.00787,0.00042,0.01109,10.32,41.94,47.74,155,2022/10/13
NBC News,0.03202,0.00034,0.00135,0.01892,0.00415,0.00211,0.00188,5.797,36.23,57.97,69,2022/10/13
New York Post,0.02363,0.00009,0.00138,0.00094,0.00363,0.00183,0.00469,25.64,30.77,43.59,39,2022/10/13
Newsmax,0.00540,0.00004,0.00025,0.00082,0.00049,0.00047,0.00005,14.0,46.0,40.0,50,2022/10/13
Newsweek,0.02628,0.00011,0.00089,0.00752,0.01451,0.00245,0.00016,8.036,52.68,39.29,112,2022/10/13
One America News Network (OAN),0.00194,0.00013,0.00087,0.00037,0.00124,0.00014,0.00007,5.556,61.11,33.33,36,2022/10/13
Reuters,0.02557,0.00004,0.00024,0.00049,0.02278,0.00052,0.00005,12.82,46.15,41.03,39,2022/10/13
The Epoch Times,0.00877,0.00010,0.00091,0.00265,0.00162,0.00027,0.00017,12.15,50.47,37.38,107,2022/10/13
The Guardian (US),0.06685,0.00064,0.02368,0.01209,0.03429,0.00048,0.01469,10.1,39.39,50.51,99,2022/10/13
The Hill,0.00998,0.00005,0.00054,0.00023,0.00119,0.00073,0.00149,4.762,57.14,38.1,42,2022/10/13
The New York Times,0.03432,0.00010,0.00077,0.00073,0.02494,0.00049,0.00046,9.091,51.52,39.39,66,2022/10/13
The Wall Street Journal,0.00070,0.00007,0.00052,0.00025,0.00061,0.00007,0.00006,11.27,64.79,23.94,71,2022/10/13
The Washington Post,0.02721,0.00008,0.00043,0.00898,0.00977,0.00311,0.00019,14.29,50.48,35.24,105,2022/10/13
The Washington Times,0.03125,0.00007,0.00035,0.01029,0.00427,0.00489,0.00029,11.43,34.29,54.29,35,2022/10/13
Washington Examiner,0.03690,0.00008,0.00059,0.01507,0.01142,0.00133,0.00072,3.03,37.88,59.09,66,2022/10/13
