name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00862,0.00012,0.00079,0.00155,0.00380,0.00023,0.00011,15.56,55.56,28.89,45,2022/10/25
BBC,0.03401,0.00033,0.00208,0.00117,0.00427,0.00065,0.02235,15.91,38.64,45.45,44,2022/10/25
Fox News,0.02364,0.00010,0.00308,0.00756,0.00834,0.00075,0.00026,12.5,36.25,51.25,160,2022/10/25
NBC News,0.01851,0.00005,0.00033,0.00252,0.00233,0.00187,0.00009,9.722,27.78,62.5,72,2022/10/25
New York Post,0.08395,0.00057,0.00791,0.00101,0.04173,0.02013,0.00601,12.5,30.0,57.5,40,2022/10/25
Newsmax,0.00434,0.00019,0.00143,0.00089,0.00189,0.00031,0.00010,5.882,47.06,47.06,51,2022/10/25
Newsweek,0.02102,0.00006,0.00049,0.00622,0.00632,0.00061,0.00019,6.667,47.62,45.71,105,2022/10/25
One America News Network (OAN),0.00195,0.00013,0.00086,0.00026,0.00115,0.00018,0.00012,2.778,47.22,50.0,36,2022/10/25
Reuters,0.01679,0.00004,0.00026,0.00461,0.00521,0.00037,0.00004,11.43,42.86,45.71,35,2022/10/25
The Epoch Times,0.00889,0.00020,0.00159,0.00351,0.00291,0.00052,0.00015,14.0,49.0,37.0,100,2022/10/25
The Guardian (US),0.05123,0.00008,0.00072,0.00136,0.02918,0.00104,0.01027,9.259,33.33,57.41,108,2022/10/25
The Hill,0.00907,0.00006,0.00057,0.00047,0.00114,0.00179,0.00046,8.696,54.35,36.96,46,2022/10/25
The New York Times,0.00643,0.00011,0.00078,0.00115,0.00210,0.00023,0.00009,11.27,49.3,39.44,71,2022/10/25
The Wall Street Journal,0.00932,0.00007,0.00043,0.00110,0.00073,0.00334,0.00007,13.43,64.18,22.39,67,2022/10/25
The Washington Post,0.02807,0.00007,0.00046,0.00668,0.00719,0.00120,0.00714,13.86,41.58,44.55,101,2022/10/25
The Washington Times,0.00998,0.00005,0.00100,0.00057,0.00452,0.00009,0.00011,17.14,42.86,40.0,35,2022/10/25
Washington Examiner,0.06121,0.00007,0.00056,0.00091,0.04790,0.00364,0.00018,6.25,25.0,68.75,64,2022/10/25
