name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03679,0.00069,0.00121,0.02276,0.01545,0.00158,0.00124,19.51,51.22,29.27,41,2022/02/14
BBC,0.05296,0.00041,0.00179,0.01667,0.01074,0.00198,0.02889,24.0,48.0,28.0,50,2022/02/14
Fox News,0.01842,0.00011,0.00057,0.00824,0.00703,0.00128,0.00057,13.45,52.1,34.45,119,2022/02/14
NBC News,0.04652,0.00016,0.00134,0.02572,0.00398,0.00789,0.00476,17.19,29.69,53.12,64,2022/02/14
New York Post,0.01247,0.00008,0.00077,0.00143,0.00169,0.00079,0.00048,20.0,40.0,40.0,30,2022/02/14
Newsmax,0.00668,0.00008,0.00061,0.00091,0.00102,0.00193,0.00010,5.405,48.65,45.95,37,2022/02/14
Newsweek,0.04274,0.00012,0.00470,0.00582,0.01841,0.00309,0.00195,13.86,36.63,49.5,101,2022/02/14
One America News Network (OAN),0.00127,0.00004,0.00043,0.00017,0.00062,0.00007,0.00006,24.0,60.0,16.0,25,2022/02/14
Reuters,0.00928,0.00005,0.00028,0.00203,0.00106,0.00131,0.00006,20.0,40.0,40.0,40,2022/02/14
The Epoch Times,0.01173,0.00013,0.00114,0.00131,0.00377,0.00088,0.00259,12.63,57.89,29.47,95,2022/02/14
The Guardian (US),0.04226,0.00015,0.00197,0.00733,0.02157,0.00058,0.00334,17.14,27.62,55.24,105,2022/02/14
The Hill,0.00787,0.00004,0.00025,0.00021,0.00364,0.00086,0.00008,3.333,50.0,46.67,30,2022/02/14
The New York Times,0.00833,0.00012,0.00094,0.00224,0.00176,0.00062,0.00019,14.29,44.44,41.27,63,2022/02/14
The Wall Street Journal,0.00102,0.00006,0.00049,0.00021,0.00052,0.00010,0.00005,9.091,66.67,24.24,66,2022/02/14
The Washington Post,0.00653,0.00010,0.00060,0.00291,0.00284,0.00017,0.00012,22.68,34.02,43.3,97,2022/02/14
The Washington Times,0.01844,0.00006,0.00047,0.00875,0.00222,0.00073,0.00022,0.00000,40.0,60.0,25,2022/02/14
Washington Examiner,0.02128,0.00006,0.00044,0.00058,0.01133,0.00243,0.00018,9.091,37.88,53.03,66,2022/02/14
