name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02211,0.00007,0.00037,0.00191,0.00541,0.00730,0.00014,8.333,44.44,47.22,36,2022/02/18
BBC,0.01502,0.00014,0.00114,0.00101,0.00886,0.00126,0.00061,14.0,40.0,46.0,50,2022/02/18
Fox News,0.00821,0.00010,0.00065,0.00090,0.00179,0.00020,0.00089,19.2,39.2,41.6,125,2022/02/18
NBC News,0.02239,0.00017,0.00048,0.01947,0.00373,0.00045,0.00049,11.29,32.26,56.45,62,2022/02/18
New York Post,0.06581,0.00009,0.00111,0.00218,0.04570,0.00150,0.00145,13.33,23.33,63.33,30,2022/02/18
Newsmax,0.04016,0.00006,0.00035,0.00150,0.02077,0.00301,0.00115,0.00000,48.65,51.35,37,2022/02/18
Newsweek,0.01989,0.00011,0.00120,0.00967,0.00518,0.00053,0.00020,10.99,38.46,50.55,91,2022/02/18
One America News Network (OAN),0.00198,0.00004,0.00026,0.00019,0.00118,0.00007,0.00006,8.0,48.0,44.0,25,2022/02/18
Reuters,0.00572,0.00006,0.00035,0.00084,0.00053,0.00027,0.00356,11.36,52.27,36.36,44,2022/02/18
The Epoch Times,0.00470,0.00013,0.00096,0.00069,0.00123,0.00024,0.00219,13.0,54.0,33.0,100,2022/02/18
The Guardian (US),0.01349,0.00007,0.00050,0.00390,0.00334,0.00023,0.00253,10.31,30.93,58.76,97,2022/02/18
The Hill,0.00344,0.00005,0.00034,0.00035,0.00100,0.00045,0.00007,0.00000,40.0,60.0,30,2022/02/18
The New York Times,0.01297,0.00017,0.00154,0.00361,0.00603,0.00065,0.00021,12.5,42.19,45.31,64,2022/02/18
The Wall Street Journal,0.00698,0.00008,0.00052,0.00077,0.00075,0.00121,0.00005,10.77,63.08,26.15,65,2022/02/18
The Washington Post,0.01835,0.00006,0.00038,0.00060,0.00329,0.00235,0.00399,15.6,44.04,40.37,109,2022/02/18
The Washington Times,0.03499,0.00008,0.00040,0.01869,0.00318,0.00126,0.00359,9.677,32.26,58.06,31,2022/02/18
Washington Examiner,0.03358,0.00006,0.00043,0.00033,0.02000,0.00027,0.00906,6.061,34.85,59.09,66,2022/02/18
