name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00791,0.00008,0.00051,0.00056,0.00182,0.00013,0.00525,40,2022/02/05
BBC,0.02099,0.00011,0.00093,0.00344,0.01376,0.00099,0.00014,52,2022/02/05
Fox News,0.01586,0.00008,0.00054,0.00204,0.00613,0.00289,0.00011,113,2022/02/05
NBC News,0.02864,0.00020,0.00095,0.01910,0.00282,0.00052,0.00035,68,2022/02/05
New York Post,0.05766,0.00014,0.00056,0.00105,0.01391,0.02398,0.00042,30,2022/02/05
Newsmax,0.00898,0.00013,0.00079,0.00329,0.00231,0.00021,0.00018,37,2022/02/05
Newsweek,0.03416,0.00010,0.00062,0.00253,0.02468,0.00263,0.00070,88,2022/02/05
One America News Network (OAN),0.00078,0.00007,0.00043,0.00023,0.00044,0.00009,0.00010,25,2022/02/05
Reuters,0.04179,0.00009,0.00044,0.01223,0.02599,0.00070,0.00021,39,2022/02/05
The Epoch Times,0.00681,0.00018,0.00143,0.00295,0.00149,0.00075,0.00116,106,2022/02/05
The Guardian (US),0.01867,0.00011,0.00060,0.00536,0.00576,0.00057,0.00020,95,2022/02/05
The Hill,0.00458,0.00008,0.00032,0.00135,0.00108,0.00058,0.00013,30,2022/02/05
The New York Times,0.02790,0.00009,0.00067,0.00359,0.01513,0.00465,0.00011,71,2022/02/05
The Wall Street Journal,0.00683,0.00012,0.00090,0.00036,0.00367,0.00060,0.00010,65,2022/02/05
The Washington Post,0.01541,0.00007,0.00048,0.00693,0.00591,0.00027,0.00014,98,2022/02/05
The Washington Times,0.01540,0.00007,0.00032,0.00783,0.00186,0.00011,0.00251,26,2022/02/05
Washington Examiner,0.01982,0.00008,0.00691,0.00326,0.00231,0.00049,0.00164,66,2022/02/05
