name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01297,0.00007,0.00072,0.00185,0.00145,0.00069,0.00034,18.92,32.43,48.65,37,2022/02/17
BBC,0.02708,0.00012,0.00086,0.00466,0.01499,0.00131,0.00042,12.5,45.83,41.67,48,2022/02/17
Fox News,0.00715,0.00011,0.00061,0.00136,0.00155,0.00042,0.00196,21.77,45.97,32.26,124,2022/02/17
NBC News,0.02004,0.00015,0.00074,0.00691,0.00316,0.00131,0.00368,9.375,39.06,51.56,64,2022/02/17
New York Post,0.04176,0.00021,0.00096,0.01533,0.00884,0.00072,0.00063,20.0,26.67,53.33,30,2022/02/17
Newsmax,0.08351,0.00011,0.00101,0.00364,0.06117,0.00043,0.00023,5.405,37.84,56.76,37,2022/02/17
Newsweek,0.02342,0.00016,0.00123,0.00544,0.00532,0.00396,0.00097,9.434,49.06,41.51,106,2022/02/17
One America News Network (OAN),0.00364,0.00006,0.00051,0.00049,0.00142,0.00013,0.00008,24.0,24.0,52.0,25,2022/02/17
Reuters,0.00197,0.00006,0.00035,0.00036,0.00054,0.00032,0.00012,19.51,48.78,31.71,41,2022/02/17
The Epoch Times,0.01162,0.00011,0.00122,0.00048,0.00098,0.00026,0.00856,9.804,53.92,36.27,102,2022/02/17
The Guardian (US),0.01386,0.00011,0.00067,0.00500,0.00559,0.00035,0.00027,13.59,33.98,52.43,103,2022/02/17
The Hill,0.00302,0.00004,0.00024,0.00033,0.00074,0.00047,0.00007,0.00000,50.0,50.0,30,2022/02/17
The New York Times,0.01489,0.00007,0.00054,0.00219,0.00142,0.00522,0.00029,11.29,54.84,33.87,62,2022/02/17
The Wall Street Journal,0.00138,0.00005,0.00037,0.00037,0.00051,0.00008,0.00006,8.955,53.73,37.31,67,2022/02/17
The Washington Post,0.00911,0.00006,0.00046,0.00372,0.00170,0.00019,0.00067,14.55,43.64,41.82,110,2022/02/17
The Washington Times,0.01964,0.00005,0.00024,0.01850,0.00197,0.00033,0.00020,3.333,23.33,73.33,30,2022/02/17
Washington Examiner,0.03079,0.00007,0.00058,0.00302,0.01937,0.00032,0.00018,3.125,31.25,65.62,64,2022/02/17
