name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00678,0.00006,0.00043,0.00054,0.00072,0.00335,0.00011,4.545,36.36,59.09,44,2022/02/25
BBC,0.01462,0.00010,0.00073,0.00407,0.00782,0.00079,0.00043,7.692,51.92,40.38,52,2022/02/25
Fox News,0.01152,0.00014,0.00266,0.00152,0.00154,0.00185,0.00069,16.26,42.28,41.46,123,2022/02/25
NBC News,0.01389,0.00010,0.00042,0.00832,0.00152,0.00045,0.00023,11.86,27.12,61.02,59,2022/02/25
New York Post,0.02948,0.00010,0.00076,0.00117,0.00251,0.00785,0.00043,18.75,28.12,53.12,32,2022/02/25
Newsmax,0.03799,0.00023,0.00268,0.00411,0.00629,0.01737,0.00057,2.703,45.95,51.35,37,2022/02/25
Newsweek,0.02992,0.00047,0.01135,0.00394,0.01000,0.00072,0.00258,5.814,36.05,58.14,86,2022/02/25
One America News Network (OAN),0.01456,0.00009,0.00062,0.00064,0.00222,0.00376,0.00042,8.0,44.0,48.0,25,2022/02/25
Reuters,0.00229,0.00007,0.00044,0.00051,0.00061,0.00012,0.00007,8.824,44.12,47.06,34,2022/02/25
The Epoch Times,0.00282,0.00012,0.00074,0.00070,0.00101,0.00015,0.00043,11.54,53.85,34.62,104,2022/02/25
The Guardian (US),0.04528,0.00188,0.01933,0.00310,0.02654,0.00143,0.01117,20.95,25.71,53.33,105,2022/02/25
The Hill,0.00430,0.00006,0.00044,0.00038,0.00136,0.00055,0.00008,3.333,36.67,60.0,30,2022/02/25
The New York Times,0.02550,0.00022,0.00166,0.00089,0.00873,0.00474,0.00131,6.061,56.06,37.88,66,2022/02/25
The Wall Street Journal,0.00869,0.00006,0.00086,0.00228,0.00164,0.00042,0.00042,15.49,36.62,47.89,71,2022/02/25
The Washington Post,0.02322,0.00007,0.00041,0.01097,0.00477,0.00160,0.00040,13.68,22.22,64.1,117,2022/02/25
The Washington Times,0.03707,0.00011,0.01228,0.00315,0.00402,0.00847,0.00022,9.091,30.3,60.61,33,2022/02/25
Washington Examiner,0.04023,0.00029,0.02035,0.00078,0.01826,0.00143,0.00127,4.478,34.33,61.19,67,2022/02/25
