name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01381,0.00007,0.00055,0.00085,0.00618,0.00041,0.00023,48,2022/07/13
BBC,0.02441,0.00011,0.00074,0.00162,0.00447,0.01227,0.00014,50,2022/07/13
Fox News,0.01390,0.00009,0.00063,0.00398,0.00261,0.00288,0.00019,176,2022/07/13
NBC News,0.01937,0.00009,0.00050,0.00242,0.00727,0.00126,0.00202,63,2022/07/13
New York Post,0.07004,0.00022,0.01780,0.00121,0.02897,0.00211,0.00903,39,2022/07/13
Newsmax,0.01007,0.00005,0.00026,0.00127,0.00198,0.00208,0.00006,38,2022/07/13
Newsweek,0.01706,0.00016,0.00833,0.00058,0.00173,0.00279,0.00056,87,2022/07/13
One America News Network (OAN),0.00227,0.00008,0.00063,0.00058,0.00081,0.00009,0.00007,28,2022/07/13
Reuters,0.00997,0.00004,0.00021,0.00040,0.00638,0.00018,0.00009,34,2022/07/13
The Epoch Times,0.01099,0.00017,0.00074,0.00096,0.00144,0.00510,0.00114,103,2022/07/13
The Guardian (US),0.01348,0.00015,0.00087,0.00090,0.00292,0.00066,0.01004,98,2022/07/13
The Hill,0.01788,0.00007,0.00045,0.00565,0.00111,0.00422,0.00022,43,2022/07/13
The New York Times,0.03396,0.00010,0.00088,0.00059,0.02608,0.00044,0.00017,62,2022/07/13
The Wall Street Journal,0.00160,0.00006,0.00045,0.00024,0.00063,0.00019,0.00005,69,2022/07/13
The Washington Post,0.01130,0.00005,0.00036,0.00104,0.00643,0.00031,0.00011,122,2022/07/13
The Washington Times,0.03338,0.00016,0.00073,0.00522,0.00277,0.00093,0.00747,37,2022/07/13
Washington Examiner,0.02718,0.00012,0.00084,0.00456,0.01351,0.00066,0.00145,65,2022/07/13
