name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00855,0.00009,0.00063,0.00137,0.00187,0.00062,0.00033,12.0,40.0,48.0,50,2022/07/27
BBC,0.03575,0.00009,0.00145,0.00180,0.02215,0.00041,0.00166,17.78,35.56,46.67,45,2022/07/27
Fox News,0.02689,0.00008,0.00073,0.00207,0.01820,0.00045,0.00017,12.64,40.8,46.55,174,2022/07/27
NBC News,0.02139,0.00007,0.00055,0.00472,0.00912,0.00036,0.00190,9.524,39.68,50.79,63,2022/07/27
New York Post,0.05864,0.00013,0.00157,0.00121,0.02996,0.00195,0.01218,11.11,36.11,52.78,36,2022/07/27
Newsmax,0.04086,0.00008,0.00061,0.00168,0.03155,0.00029,0.00012,5.405,56.76,37.84,37,2022/07/27
Newsweek,0.03351,0.00013,0.00076,0.01644,0.01106,0.00032,0.00099,7.447,48.94,43.62,94,2022/07/27
One America News Network (OAN),0.00419,0.00011,0.00089,0.00110,0.00094,0.00022,0.00013,14.29,50.0,35.71,28,2022/07/27
Reuters,0.01093,0.00005,0.00117,0.00060,0.00243,0.00012,0.00191,7.895,52.63,39.47,38,2022/07/27
The Epoch Times,0.00341,0.00023,0.00172,0.00087,0.00227,0.00023,0.00019,9.434,62.26,28.3,106,2022/07/27
The Guardian (US),0.04818,0.00025,0.00131,0.00227,0.02028,0.00344,0.01251,13.68,40.0,46.32,95,2022/07/27
The Hill,0.03658,0.00007,0.00034,0.00286,0.00847,0.01056,0.00021,4.167,56.25,39.58,48,2022/07/27
The New York Times,0.00966,0.00010,0.00061,0.00069,0.00470,0.00047,0.00009,11.11,55.56,33.33,63,2022/07/27
The Wall Street Journal,0.00116,0.00004,0.00029,0.00023,0.00043,0.00011,0.00004,13.43,65.67,20.9,67,2022/07/27
The Washington Post,0.01080,0.00006,0.00045,0.00146,0.00249,0.00050,0.00412,14.04,37.72,48.25,114,2022/07/27
The Washington Times,0.02107,0.00006,0.00034,0.00784,0.00617,0.00026,0.00029,6.061,42.42,51.52,33,2022/07/27
Washington Examiner,0.01903,0.00005,0.00122,0.00066,0.00956,0.00145,0.00013,4.762,39.68,55.56,63,2022/07/27
