name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00472,0.00005,0.00038,0.00033,0.00192,0.00014,0.00012,10.0,44.0,46.0,50,2022/07/22
BBC,0.03388,0.00018,0.00095,0.00237,0.00196,0.02369,0.00033,15.91,45.45,38.64,44,2022/07/22
Fox News,0.02872,0.00009,0.00064,0.00579,0.01424,0.00219,0.00020,14.55,40.0,45.45,165,2022/07/22
NBC News,0.03774,0.00011,0.00061,0.01656,0.00773,0.00165,0.00279,3.279,26.23,70.49,61,2022/07/22
New York Post,0.07069,0.00056,0.04479,0.00051,0.01405,0.00036,0.01219,15.38,30.77,53.85,39,2022/07/22
Newsmax,0.00544,0.00013,0.00094,0.00183,0.00142,0.00028,0.00048,5.405,67.57,27.03,37,2022/07/22
Newsweek,0.02425,0.00019,0.00093,0.01526,0.00323,0.00106,0.00033,8.75,46.25,45.0,80,2022/07/22
One America News Network (OAN),0.00755,0.00008,0.00051,0.00040,0.00095,0.00081,0.00022,14.29,46.43,39.29,28,2022/07/22
Reuters,0.00757,0.00007,0.00045,0.00048,0.00268,0.00155,0.00010,10.26,33.33,56.41,39,2022/07/22
The Epoch Times,0.01798,0.00011,0.00075,0.00202,0.00771,0.00043,0.00470,6.364,55.45,38.18,110,2022/07/22
The Guardian (US),0.03502,0.00018,0.00222,0.01696,0.01302,0.00048,0.00027,12.62,33.98,53.4,103,2022/07/22
The Hill,0.00436,0.00005,0.00029,0.00043,0.00241,0.00015,0.00034,11.63,41.86,46.51,43,2022/07/22
The New York Times,0.01642,0.00011,0.00080,0.00500,0.00268,0.00215,0.00171,6.061,50.0,43.94,66,2022/07/22
The Wall Street Journal,0.00522,0.00005,0.00029,0.00020,0.00054,0.00221,0.00006,23.53,51.47,25.0,68,2022/07/22
The Washington Post,0.01662,0.00011,0.00070,0.00438,0.00458,0.00054,0.00264,16.07,35.71,48.21,112,2022/07/22
The Washington Times,0.01366,0.00005,0.00040,0.00052,0.00670,0.00118,0.00020,0.00000,37.84,62.16,37,2022/07/22
Washington Examiner,0.03744,0.00009,0.01021,0.00079,0.01895,0.00033,0.00030,3.077,40.0,56.92,65,2022/07/22
