name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.03037,0.00013,0.00083,0.00211,0.01145,0.00048,0.00881,48,2022/07/17
BBC,0.02115,0.00010,0.00077,0.01006,0.00554,0.00155,0.00022,52,2022/07/17
Fox News,0.03639,0.00013,0.00113,0.00677,0.01090,0.00303,0.00397,176,2022/07/17
NBC News,0.02887,0.00019,0.00104,0.01482,0.00327,0.00113,0.00198,61,2022/07/17
New York Post,0.02015,0.00009,0.00113,0.00094,0.01122,0.00040,0.00172,36,2022/07/17
Newsmax,0.01763,0.00020,0.00165,0.00269,0.00206,0.00176,0.00105,38,2022/07/17
Newsweek,0.03042,0.00019,0.00116,0.00749,0.00330,0.00960,0.00043,72,2022/07/17
One America News Network (OAN),0.01053,0.00005,0.00046,0.00018,0.00616,0.00012,0.00008,28,2022/07/17
Reuters,0.02369,0.00010,0.00120,0.01004,0.00246,0.00060,0.00035,30,2022/07/17
The Epoch Times,0.02799,0.00016,0.00114,0.00828,0.01142,0.00087,0.00098,101,2022/07/17
The Guardian (US),0.02880,0.00009,0.00199,0.00621,0.00793,0.00340,0.00289,93,2022/07/17
The Hill,0.00915,0.00006,0.00041,0.00098,0.00554,0.00021,0.00011,48,2022/07/17
The New York Times,0.00293,0.00011,0.00078,0.00034,0.00120,0.00052,0.00007,62,2022/07/17
The Wall Street Journal,0.00102,0.00007,0.00049,0.00022,0.00065,0.00016,0.00004,65,2022/07/17
The Washington Post,0.05376,0.00011,0.00102,0.00110,0.01396,0.00903,0.01694,116,2022/07/17
The Washington Times,0.00639,0.00005,0.00038,0.00101,0.00190,0.00016,0.00010,37,2022/07/17
Washington Examiner,0.03193,0.00006,0.00036,0.00121,0.02415,0.00086,0.00011,65,2022/07/17
