name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00795,0.00008,0.00053,0.00154,0.00093,0.00139,0.00021,45,2022/07/07
BBC,0.01773,0.00009,0.00080,0.00364,0.01141,0.00064,0.00051,52,2022/07/07
Fox News,0.01398,0.00007,0.00060,0.00274,0.00591,0.00051,0.00015,166,2022/07/07
NBC News,0.03244,0.00016,0.00054,0.01601,0.00571,0.00046,0.01183,65,2022/07/07
New York Post,0.10630,0.00047,0.00351,0.01263,0.02226,0.00177,0.05973,42,2022/07/07
Newsmax,0.00629,0.00006,0.00035,0.00055,0.00125,0.00078,0.00008,37,2022/07/07
Newsweek,0.01480,0.00018,0.00110,0.00177,0.00336,0.00216,0.00023,103,2022/07/07
One America News Network (OAN),0.02214,0.00005,0.00039,0.00138,0.00222,0.00020,0.00212,22,2022/07/07
Reuters,0.02837,0.00005,0.00041,0.00025,0.02744,0.00010,0.00005,37,2022/07/07
The Epoch Times,0.00851,0.00013,0.00098,0.00172,0.00149,0.00129,0.00098,97,2022/07/07
The Guardian (US),0.03140,0.00014,0.00083,0.00444,0.00431,0.00195,0.01078,97,2022/07/07
The Hill,0.02288,0.00007,0.00060,0.00125,0.00782,0.00159,0.00642,46,2022/07/07
The New York Times,0.01936,0.00012,0.00094,0.00095,0.01052,0.00061,0.00234,71,2022/07/07
The Wall Street Journal,0.00708,0.00006,0.00035,0.00020,0.00060,0.00538,0.00007,70,2022/07/07
The Washington Post,0.03264,0.00015,0.00305,0.00911,0.00495,0.00499,0.00428,106,2022/07/07
The Washington Times,0.03487,0.00022,0.00186,0.00095,0.00227,0.00032,0.02945,31,2022/07/07
Washington Examiner,0.01730,0.00005,0.00039,0.00038,0.00539,0.00106,0.00338,64,2022/07/07
