name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01537,0.00006,0.00036,0.00366,0.00135,0.00239,0.00009,50,2022/07/25
BBC,0.03083,0.00015,0.00146,0.00936,0.01241,0.00237,0.00033,43,2022/07/25
Fox News,0.01449,0.00009,0.00132,0.00161,0.00207,0.00148,0.00418,167,2022/07/25
NBC News,0.02581,0.00013,0.00051,0.01016,0.00870,0.00085,0.00508,61,2022/07/25
New York Post,0.07468,0.00015,0.00118,0.00107,0.03048,0.01047,0.02033,36,2022/07/25
Newsmax,0.03121,0.00017,0.00124,0.00057,0.02547,0.00051,0.00012,37,2022/07/25
Newsweek,0.02766,0.00018,0.00115,0.00844,0.00831,0.00052,0.00663,103,2022/07/25
One America News Network (OAN),0.01607,0.00011,0.00068,0.00040,0.00081,0.00748,0.00017,28,2022/07/25
Reuters,0.01627,0.00006,0.00052,0.00253,0.00630,0.00052,0.00032,39,2022/07/25
The Epoch Times,0.00615,0.00019,0.00117,0.00077,0.00143,0.00171,0.00015,106,2022/07/25
The Guardian (US),0.02297,0.00011,0.00516,0.00167,0.00414,0.00439,0.00054,100,2022/07/25
The Hill,0.01070,0.00004,0.00029,0.00152,0.00444,0.00224,0.00011,46,2022/07/25
The New York Times,0.02451,0.00013,0.00144,0.00067,0.01425,0.00199,0.00013,58,2022/07/25
The Wall Street Journal,0.01251,0.00009,0.00061,0.00424,0.00166,0.00240,0.00012,70,2022/07/25
The Washington Post,0.03119,0.00009,0.00054,0.00102,0.00862,0.00321,0.00774,100,2022/07/25
The Washington Times,0.02452,0.00009,0.00035,0.01186,0.00144,0.00694,0.00125,38,2022/07/25
Washington Examiner,0.03463,0.00006,0.00077,0.00071,0.01766,0.00524,0.00369,64,2022/07/25
