newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/opinion/democrats-punish-members-put-working-americans-ahead-party-loyalty,192 House Democrats voted against condemning socialism and the fallout is just starting,0.002019,0.000035,0.000158,0.000502,0.000333,0.000098,0.000030,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/politics/gop-women-sound-alarm-lindsay-clancy-backlash-revives-calls-repeal-19th-amendment-definitely-threat,GOP women sound alarm as Clancy backlash revives calls to repeal 19th Amendment,0.006481,0.000117,0.000606,0.001701,0.002112,0.000269,0.000473,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/outkick-sports/texas-coach-steve-sarkisian-awkward-espn-interview-divides-internet-during-team-win-over-ohio-state,Steve Sarkisian's brief ESPN postgame answer after epic win divides the internet,0.000456,0.000020,0.000119,0.000099,0.000216,0.000034,0.000019,0.000000,100.000000,0.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/us/georgia-killer-murdered-two-suburban-real-estate-agents-faces-execution-after-23-year-wait-justice,Suburban killer's execution puts a vulnerable profession on high alert,0.089766,0.000129,0.000335,0.000897,0.004262,0.022179,0.000186,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxbusiness.com/entertainment/i-saw-movie-warner-tried-delete-coyote-vs-acme,The $70M movie Warner wanted gone is proving Hollywood wrong,0.000495,0.000023,0.000139,0.000109,0.000200,0.000037,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/travel/jesus-crucifixion-account-gets-fresh-look-ancient-ring-tied-pilate-reinterpreted,Jesus' crucifixion account may get new context from ring misread for years,0.003376,0.000055,0.000290,0.001015,0.000702,0.000133,0.000127,0.000000,100.000000,0.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/outkick-sports/paige-spiranac-golfs-talks-hooking-college-ava-hunt-game-day-brawl-wvu-blue-lot,Paige Spiranac reveals what she 'dabbled' in during college on golf course,0.001039,0.000026,0.000309,0.000084,0.000368,0.000040,0.000062,0.000000,100.000000,0.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/live-news/iran-war-news-updates-trump-hormuz-september-13,Trump says Iran is ‘calling constantly’ as he unveils timeline for war's end,0.003127,0.000020,0.000115,0.000607,0.000370,0.000116,0.000027,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/food-drink/southern-breakfast-chain-just-3-states-beats-mcdonalds-chick-fil-a-best-america,"No microwaves, hand-cracked eggs power Southern upstart past every major rival",0.003850,0.000044,0.000686,0.000156,0.000829,0.000231,0.000131,0.000000,0.000000,100.000000
Fox News,en,2026-09-13T15:42:25.586612+00:00,https://www.foxnews.com/outkick-sports/dan-dakich-says-women-might-reason-nikes-downfall-they-p-d-them-off,Nike may have made one costly mistake: ticking off female shoppers,0.021955,0.000095,0.000514,0.006319,0.002259,0.000519,0.000679,0.000000,0.000000,100.000000
