newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/politics/ex-dem-insider-blows-lid-off-fundraising-gimmicks-during-2024-election-pyramid-scheme,Ex-Dem insider blows lid off fundraising 'gimmicks' during 2024 election,0.001261,0.000022,0.000253,0.000086,0.000494,0.000049,0.000034,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/health/popular-weight-loss-drugs-play-surprising-role-cancer-outcomes,"Weight-loss drugs show unexpected connection to cancer, researchers say",0.000340,0.000033,0.000154,0.000103,0.000138,0.000049,0.000041,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/politics/trump-revives-supreme-court-immigration-showdown-hochul-pardon-torpedoed-first-case,Trump finds new path to SCOTUS after Hochul pardon derailed immigration case,0.000414,0.000021,0.000108,0.000106,0.000173,0.000040,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/travel/man-searching-metal-detector-unearths-massive-viking-age-fortune-shattering-records,Massive Viking Age fortune stumbled upon by hobbyist in record-breaking discovery,0.000470,0.000032,0.000231,0.000101,0.000289,0.000038,0.000025,100.000000,0.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/entertainment/meghan-markle-outing-ellen-degeneres-exposes-irony-royal-quiet-country-life-expert,Meghan Markle outing sends message about her UK future: expert,0.000532,0.000048,0.000390,0.000162,0.000522,0.000050,0.000040,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/outkick-sports/sec-might-have-more-headliners-big-12-most-underrated-matchup-week-4,The Big 12 showdown nobody's talking about could steal the whole weekend,0.000662,0.000019,0.000133,0.000085,0.000234,0.000036,0.000020,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/politics/red-carpet-despot-trumps-lavish-xi-welcome-collides-gop-anti-communism-message,Republican senators slam President Trump's lavish welcome for Xi Jinping,0.008986,0.000026,0.000375,0.000175,0.004304,0.000113,0.000100,100.000000,0.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405597181112,"‘American Idol’ alum’s mistress forced to read their 100,000 private texts in court",0.020628,0.000033,0.000387,0.000554,0.011220,0.000139,0.000160,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/live-news/ai-leaders-trump-xi-xinping-state-dinner-white-house,City looks to become first to regulate AI companies — and introduce a 'kill switch',0.016768,0.000160,0.000423,0.000741,0.000428,0.010697,0.000191,100.000000,0.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/us/dozens-pledges-found-covered-food-sweltering-frat-basement-police-investigate-alleged-hazing,Police make disturbing discovery in sweltering frat basement during hazing probe,0.000965,0.000022,0.000158,0.000090,0.000351,0.000047,0.000029,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/us/ole-miss-victim-identified-narcotics-task-force-probes-two-student-deaths,Photos of second Ole Miss victim show freshman student in first semester at university,0.000696,0.000017,0.000122,0.000081,0.000317,0.000019,0.000036,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxbusiness.com/video/6405597318112,Hackers took home a stolen Flock camera — and what they found was massive,0.000697,0.000023,0.000129,0.000124,0.000223,0.000034,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/entertainment/ed-sheeran-concertgoers-warn-artists-sharing-political-views-alienate-fans,Ed Sheeran concertgoers warn musicians who share political views publicly,0.002187,0.000137,0.001678,0.000685,0.001350,0.000123,0.000116,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405627470112,From coast to coast without touching the controls: Autonomous plane makes history,0.000534,0.000069,0.000631,0.000139,0.000460,0.000094,0.000057,100.000000,0.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/politics/mike-lee-explodes-voting-error-keeps-happening-huge-number-noncitizens-found-rolls,Huge number of noncitizens found on voter rolls as senator explodes on 'honor system',0.003768,0.000016,0.000201,0.000229,0.001335,0.000045,0.000028,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/outkick-sports/al-michaels-brutal-showing-nfl-fans-didnt-let-slide,NFL fans don't hold back on 81-year-old Al Michaels after another brutal outing,0.002185,0.000035,0.000476,0.000112,0.000691,0.000079,0.000121,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/us/suspect-pittsburgh-doctors-murder-released-without-bail-prior-burglary-charge-court-docs,"Suspect in doctor's home invasion murder has lengthy rap sheet, was released on no bail",0.008869,0.000099,0.000814,0.000197,0.001032,0.000360,0.003837,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/media/sunny-hostins-holdout-juror-claim-complicated-conflicting-reports-from-infamous-1991-murder-trial,Sunny Hostin doubles down on holdout juror claim as decades-old accounts conflict,0.000643,0.000019,0.000126,0.000100,0.000311,0.000030,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxbusiness.com/retail/cracker-barrel-upgrading-3-popular-dinner-items-chain-completes-26-store-property-deal,Popular chain upgrading 3 dinner items ahead of 26-store property deal,0.000450,0.000033,0.000197,0.000122,0.000231,0.000046,0.000025,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/entertainment/80s-star-tiffany-steps-dream-role-leaving-hollywood-behind,'80s pop icon says Off-Broadway role fulfills what fame put on hold at 15,0.000436,0.000036,0.000221,0.000155,0.000234,0.000043,0.000028,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/politics/unearthed-clip-exposes-clash-between-el-sayed-ex-gop-rival-muslims-hate-you,Dem Senate nominee's 'Muslims definitely hate you' quote resurfaces in high-stakes race,0.586427,0.000736,0.002322,0.545885,0.040660,0.007739,0.001566,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/deals/levoit-vacuum-amazon-deal,"This $200 cordless vacuum dropped to $130 on Amazon — over 10,000 sold last month",0.000446,0.000021,0.000115,0.000081,0.000234,0.000029,0.000018,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxweather.com/live-news/live-updates-dangerous-nor-easter-threatens-east-coast-with-major-flooding-and-damaging-winds,Major stadium cancels Ed Sheeran concert as monster nor'easter charges closer,0.022320,0.000060,0.001107,0.000311,0.005710,0.000367,0.000093,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/outkick-sports/exclusive-star-female-golfer-fires-back-sydney-sweeney-critics-shes-got-sex-appeal,"Golfer backs Sydney Sweeney, hammers her critics: 'I just don't understand'",0.012371,0.000046,0.000720,0.000337,0.002480,0.000670,0.000356,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/outkick-sports/final-sophie-cunningham-rally-2026-regular-season-pits-supporters-against-trans-activists-minnesota,Trans activist shouts woman 'should have been aborted' at final Sophie Cunningham rally,0.627482,0.001882,0.003237,0.298568,0.040301,0.136119,0.009934,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/opinion/cut-bull-real-reason-beef-costs-much-what-trump-trying-do,Cut the bull: The real reason beef costs so much — and what Trump is trying to do,0.008366,0.000034,0.000325,0.000127,0.001503,0.000523,0.000127,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/deals/amazon-prime-big-deal-days,"October Prime Day 2026: AirPods drop to $99, Keurig is nearly 50% off and more early deals",0.000292,0.000028,0.000152,0.000089,0.000165,0.000040,0.000026,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405621955112,Pope Leo to visit French city known for medical miracles,0.001732,0.000054,0.000463,0.000302,0.000591,0.000067,0.000078,100.000000,0.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405626391112,"Teens create financial literacy kits to teach budgeting, saving",0.001374,0.000018,0.000135,0.000111,0.000408,0.000061,0.000030,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405624021112,UK pilots eject from training jet before fiery crash,0.001304,0.000031,0.000184,0.000214,0.000290,0.000140,0.000034,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405623792112,Maine lobsterman sues federal government over GPS tracking mandate,0.000616,0.000017,0.000125,0.000084,0.000275,0.000027,0.000020,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405615176112,Powerful Nor'easter threatens millions along East Coast with major storm surge,0.000568,0.000031,0.000206,0.000110,0.000237,0.000059,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405614882112,Ozempic user claims GLP-1 drug left him legally blind,0.005349,0.000039,0.000442,0.000218,0.002658,0.000087,0.000041,0.000000,0.000000,100.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405597150112,Rep Anna Paulina Luna: We must understand what an AI moratorium would mean,0.000488,0.000038,0.000217,0.000156,0.000217,0.000054,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405602289112,"The Iranian people are telling the rest of the world 'enough is enough,'  Lisa Daftari says",0.004491,0.000016,0.000107,0.001592,0.000545,0.000076,0.000027,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405601339112,Popular weight-loss drugs may play surprising role in cancer outcomes,0.000494,0.000030,0.000203,0.000086,0.000164,0.000044,0.000061,0.000000,100.000000,0.000000
Fox News,en,2026-09-25T16:39:56.855376+00:00,https://www.foxnews.com/video/6405600926112,NFL legend discusses Giants' QB situation after Jaxson Dart's brutal injury,0.001591,0.000028,0.000300,0.000086,0.000319,0.000070,0.000066,0.000000,100.000000,0.000000
