newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-24T16:35:46.005400+00:00,"https://www.foxnews.com/live-news/netanyahu-iran-war-news-us-oil-prices-strait-of-hormuz-9-24-26#&_intcmp=fnhpbt3_1,hp1bt",IRGC official threatens major war escalation following Iran president's defiant UN speech,0.002274,0.000021,0.000143,0.000300,0.000461,0.000076,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxbusiness.com/fox-news-food-drink/starbucks-close-250-stores-difficult-decision,Coffee giant announces hundreds of stores closing soon across North America,0.000526,0.000024,0.000142,0.000111,0.000201,0.000036,0.000022,100.000000,0.000000,0.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/travel/dna-from-thomas-jeffersons-hair-delivers-compelling-new-evidence-centuries-old-paternity-mystery,DNA pulled from Thomas Jefferson’s hair delivers new evidence in centuries-old mystery,0.000756,0.000021,0.000135,0.000105,0.000263,0.000032,0.000024,0.000000,100.000000,0.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/us/ole-miss-deaths-druggings-people-scared-leave-dorms-bars-greek-life-clamp-down-students,Fear grips SEC college town after deaths as third student makes disturbing bar claim,0.003986,0.000043,0.000265,0.000295,0.000324,0.000478,0.000067,0.000000,0.000000,100.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/us/texas-triple-murderer-uses-last-words-execution-send-message-death-row-inmates,Texas killer's final statement included message to fellow death row prisoners,0.065387,0.000058,0.000365,0.002195,0.018024,0.001451,0.000254,0.000000,100.000000,0.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/health/people-ditching-vapes-pick-up-surprising-habit,People are ditching their vapes only to pick up another surprising habit,0.000615,0.000018,0.000135,0.000081,0.000271,0.000030,0.000020,0.000000,0.000000,100.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/live-news/ai-artificial-intelligence-openai-chatgpt-api-anthropic-australia-september-24,Tech company says new scientific discovery could change the world of medicine,0.000356,0.000031,0.000201,0.000096,0.000174,0.000040,0.000026,100.000000,0.000000,0.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/outkick-sports/nascar-hall-famer-diagnosed-frontotemporal-degeneration-possible-cte-racing,"NASCAR legend diagnosed with brain disease, possible CTE from racing",0.032582,0.000638,0.000692,0.003274,0.006943,0.003620,0.000796,0.000000,0.000000,100.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/world/melania-trumps-home-country-leader-rips-un-double-standards-trump-promise-revealed,PM from first lady Melania Trump’s birthplace rips UN as Trump promise comes to light,0.003858,0.000025,0.000335,0.000113,0.001048,0.000073,0.000176,0.000000,100.000000,0.000000
Fox News,en,2026-09-24T16:35:46.005400+00:00,https://www.foxnews.com/politics/trump-xi-summit-could-hold-key-lower-gas-prices-gop-chairman-says,Lawmaker calls China 'number one actor' driving up gas prices as Trump hosts summit with Xi,0.001092,0.000013,0.000080,0.000118,0.000444,0.000030,0.000015,0.000000,0.000000,100.000000
