newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/politics/working-class-americans-say-town-next-dearborn-theyve-had-enough,Americans complain their neighborhood is quietly turning into a Muslim haven,0.231063,0.000389,0.001246,0.245890,0.014479,0.002644,0.000680,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/us/florida-plastic-surgeon-accused-killing-attorney-office-defends-himself-murder-trial,"Plastic surgeon used 'murder bag' to kill attorney in his own office, prosecutors say",0.524816,0.000379,0.001336,0.001059,0.024635,0.211897,0.002563,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/travel/puzzling-sound-backyard-leads-homeowner-massive-1000-year-old-treasure,Homeowner finds record-breaking treasure after hitting something strange in yard,0.001201,0.000034,0.000329,0.000112,0.000222,0.000101,0.000056,100.000000,0.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/outkick-sports/nancy-mace-viral-sec-football-game-two-word-message-lane-lsu-fans-arrested,Rep Nancy Mace sparks social media frenzy during wild SEC football appearance,0.002247,0.000024,0.000264,0.000115,0.000656,0.000042,0.000040,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/us/police-officer-woman-shot-near-notre-dame-football-tailgates,"South Bend violence breaks out after Notre Dame tailgate crowd sees woman, officer shot",0.023409,0.000238,0.000852,0.002862,0.001536,0.002950,0.002175,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/outkick-sports/lane-kiffin-takes-petty-shot-ole-miss-fans-lsu-loss-return-oxford,Kiffin takes petty jab at Ole Miss fans even after losing in his return to Oxford,0.013014,0.000096,0.000970,0.000166,0.001327,0.001776,0.000874,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/entertainment/alix-earle-stepmom-owns-reckless-past-spitzer-escort-scandal-affair-influencer-dad,Influencer's stepmom owns her ‘reckless’ past in former governor escort scandal,0.015871,0.000059,0.000975,0.000348,0.007409,0.000112,0.000368,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/entertainment/pro-palestinian-protesters-target-ed-sheeran-philadelphia-concert-macklemore-removed-tour,Ed Sheeran breaks down onstage while addressing Macklemore controversy,0.000566,0.000028,0.000222,0.000094,0.000305,0.000045,0.000032,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/live-news/artificial-intelligence-google-gemini-trump-09-20,Gemini’s fictional cyberattack unexpectedly hit actual companies,0.001182,0.000035,0.000422,0.000099,0.000453,0.000062,0.000045,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/food-drink/beloved-mexican-food-disappearing-from-restaurant-menus-across-america,Tamales have quietly disappeared from Mexican restaurant menus and here's why,0.012276,0.000046,0.000446,0.006877,0.001412,0.000099,0.000055,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/outkick-sports/mississippi-gov-trolls-lane-kiffin-lsu-ole-miss-defeats-tigers-coachs-return-oxford,Mississippi gov roasts LSU after Ole Miss tops Tigers in Lane Kiffin's Oxford return,0.000588,0.000024,0.000161,0.000095,0.000210,0.000053,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/world/waltz-delivers-blunt-warning-nations-defying-iran-sanctions-touts-greenland-deal,Allies warned there 'will be consequences' for not enforcing Iran sanctions,0.000745,0.000023,0.000104,0.000237,0.000164,0.000052,0.000023,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/politics/trump-says-new-arch-will-also-deploy-drones-position-snipers-store-ammo,"Trump says new arch will also deploy drones, sniper positions and store ammo",0.004704,0.000045,0.000175,0.000391,0.000433,0.000656,0.000046,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/video/6405327310112,Frat brothers accused of drugging and assaulting student at elite university,0.130153,0.000116,0.001475,0.000583,0.010686,0.000452,0.034516,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/us/ice-led-florida-operation-nets-500-illegal-aliens-accused-murder-child-abuse-cartel-ties,500 illegal aliens busted in state's sweeping immigration crackdown,0.022199,0.000025,0.000154,0.008069,0.001309,0.000270,0.000058,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/opinion/trace-gallagher-common-sense-isnt-old-fashioned-exactly-what-america-needs-now,Fox News anchor's anti-spin segment is striking a nerve across the country,0.002893,0.000021,0.000194,0.000137,0.000796,0.000080,0.000041,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/outkick-sports/comedian-tim-dillon-slams-sydney-sweeney-critics-upset-steamy-ad-how-insane,Comedian unloads on female athletes blasting Sydney Sweeney's nearly nude ad,0.353727,0.001130,0.012327,0.006081,0.011904,0.001437,0.354060,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/entertainment/aaron-rodgers-famous-exes-shailene-woodley-romance-sent-him-tailspin,Aaron Rodgers’ road to a secret wedding began with his 'biggest regret',0.001870,0.000011,0.000103,0.000103,0.000648,0.000023,0.000020,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://nation.foxnews.com/?cmpid=org=NAT::ag=owned::mc=FNC_display::src=FNC_web::cmp=Homepage::add=RuthlessRNC_SnackBar&utm_source=FNC_display&utm_medium=FNC_web&utm_campaign=Homepage&utm_content=RuthlessRNC_SnackBar,Stream Ruthless Behind the Scenes: RNC 2026 exclusively on Fox Nation,0.000348,0.000166,0.001345,0.000381,0.001024,0.000127,0.000082,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/travel/flight-attendants-reveal-90-second-hotel-room-autopsy-save-your-life,Flight attendants reveal 90-second 'hotel room autopsy' that could save your life,0.000661,0.000027,0.000140,0.000128,0.000183,0.000069,0.000025,100.000000,0.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/outkick-sports/chase-daniel-nearly-made-tim-tebow-walk-off-set-sec-nation-derogatory-comment-florida,Tim Tebow nearly storms off set over 'most derogatory thing I have ever heard',0.002043,0.000016,0.000153,0.000117,0.000591,0.000042,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/deals/amazon-outlet-labor-day-sale,This $30 pair of waterproof earbuds dropped to $14 — plus 13 more Amazon Outlet deals,0.000367,0.000022,0.000122,0.000082,0.000198,0.000032,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/entertainment/prince-harry-push-give-archie-lilibet-royal-upbringing-exposes-contradiction-palace-exit-expert,Expert calls out Prince Harry's glaring 'contradiction' over kids' British identity,0.003411,0.000022,0.000380,0.000314,0.001149,0.000038,0.000079,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/politics/el-sayeds-senate-bid-raises-new-concerns-over-powerful-privilege-comes-job,Abdul El-Sayed’s Senate path raises a startling question few voters may be considering,0.000518,0.000023,0.000141,0.000107,0.000252,0.000038,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/travel/tourists-return-las-vegas-soaring-prices-drove-visitors-away,"Budget tourists are out, wealthy are in as Vegas reinvents its crowd",0.000948,0.000017,0.000122,0.000124,0.000348,0.000031,0.000019,0.000000,100.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/us/clancy-holdout-juror-taps-former-trump-lawyer-fight-back-hes-dragged-through-mud-attorney,Clancy juror who wouldn't budge hires a familiar Trump attorney to fight back,0.001126,0.000016,0.000143,0.000081,0.000409,0.000036,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/deals/slow-cookers-amazon-reviews,"7 best slow cookers for comfort food season, according to Amazon shoppers",0.000388,0.000021,0.000116,0.000098,0.000190,0.000029,0.000020,100.000000,0.000000,0.000000
Fox News,en,2026-09-20T15:31:56.855127+00:00,https://www.foxnews.com/video/6405313995112,"Labor-intensive tamales pose costly challenge for restaurants, owner says",0.000755,0.000017,0.000122,0.000100,0.000234,0.000033,0.000021,0.000000,0.000000,100.000000
