newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/outkick-sports/sophie-cunningham-gaslighting-female-athletes-naked-sydney-sweeney-ad,Sophie Cunningham says what other female athletes won't about Sydney Sweeney's ad,0.002188,0.000094,0.000821,0.000637,0.001761,0.000092,0.000235,0.000000,100.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/food-drink/man-loses-weight-eating-nothing-certain-food-25-days-paid-price,Man loses weight eating only food from popular chain for 25 days — but pays a price,0.003523,0.000185,0.000497,0.001135,0.001366,0.000432,0.000289,0.000000,100.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/politics/ex-dem-insider-reveals-why-bidens-daughter-threatened-sue-her-parody,Ex-Dem insider who exposed cover-up reveals alleged threat Biden's daughter made,0.003383,0.000028,0.000407,0.000180,0.001647,0.000049,0.000131,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/us/juror-who-blocked-lindsay-clancy-verdict-disputes-fellow-jurors-claims-report,Former Trump lawyer says he now represents 'American Hero' Lindsay Clancy holdout juror,0.012706,0.000013,0.000163,0.000252,0.006716,0.000019,0.000028,0.000000,100.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/lifestyle/country-music-star-pulled-bible-bed-her-get-through-divorce,Country music star says 'awful' divorce left her vulnerable and leaning into scripture,0.004030,0.000022,0.000281,0.000207,0.001701,0.000035,0.000034,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/outkick-sports/buffalo-bills-fans-pay-eye-opening-prices-beer-food-highmark-stadium-opener,Buffalo Bills fans pay eye-opening prices for beer and food at stadium opener,0.001573,0.000021,0.000189,0.000125,0.000407,0.000053,0.000034,100.000000,0.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/entertainment/duncan-sheik-barely-breathing-singer-dead-56,"Duncan Sheik, voice behind '90s smash 'Barely Breathing,' dead at 56",0.002840,0.000025,0.000181,0.000196,0.000428,0.000139,0.000031,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/travel/1000-year-old-church-mystery-cracked-students-from-king-charles-alma-mater,"Mystery of 1,000-year-old church takes dramatic turn after key find on island",0.000739,0.000035,0.000166,0.000156,0.000288,0.000047,0.000042,0.000000,100.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxbusiness.com/politics/newsom-advances-ai-kill-switch-mandate-under-new-california-executive-order,"Newsom signs 'kill switch' executive order, warning 'the stakes are too high'",0.016981,0.000123,0.000402,0.000454,0.000653,0.007576,0.000162,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/politics/watch-gaffe-prone-seattle-socialist-mayor-cuts-off-police-chief-yet-another-awkward-interview,Socialist mayor's awkward response scrutinized after police chief's nervous glances,0.059930,0.000024,0.000321,0.000295,0.036109,0.000098,0.000119,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/outkick-sports/formula-one-driver-lewis-hamilton-tells-macklemore-standing-solidarity-palestine,Woke celebrities rush to Macklemore's defense after he's booted from tour,0.002730,0.000022,0.000313,0.000141,0.000678,0.000050,0.000068,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/media/dave-rubin-breaks-down-hasan-piker-transition-twitch-streamer-political-player,Hasan Piker slammed for living 'like a capitalist' while touting socialism,0.001694,0.000013,0.000109,0.000116,0.000694,0.000028,0.000016,0.000000,0.000000,100.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/video/6405215859112,Sorority women on how they fought back after a man joined their chapter on ‘Riley Gaines’,0.005422,0.000329,0.000842,0.003361,0.001305,0.000473,0.001052,0.000000,100.000000,0.000000
Fox News,en,2026-09-18T15:54:59.597707+00:00,https://www.foxnews.com/video/6405245172112,White House releases new UFO files from 1952,0.001251,0.000212,0.000880,0.001040,0.000711,0.000177,0.000095,0.000000,100.000000,0.000000
