newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/live-news/artificial-intelligence-openai-sam-altman-09-14-26,Palantir exec sounds alarm over concentrated power to control AI,0.001135,0.000070,0.000549,0.000240,0.000496,0.000207,0.000068,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/win-is-win-says-athlete-who-didnt-let-little-diarrhea-keep-her-finishing-first-place,Winner forces organization to look at protocols after she soils herself during race,0.000747,0.000024,0.000123,0.000138,0.000183,0.000085,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/stefon-diggs-guilty-nfl-dumbest-move-week-1-may-have-decided-commanders-loss-eagles,NFL star's costly celebration prompts eyebrow-raising response from his quarterback,0.002462,0.000016,0.000170,0.000104,0.001112,0.000044,0.000037,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/us/lindsay-clancy-juror-says-panel-saw-case-chance-make-it-better-other-women,"Juror's comments on Lindsay Clancy deliberations are 'problematic,' legal analyst says",0.000700,0.000013,0.000091,0.000106,0.000257,0.000022,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/entertainment/bob-mackie-legendary-designer-dressed-cher-tina-turner-dolly-parton-dead-87,"Legendary designer, whose daring looks stunned Hollywood, dead at 87",0.044437,0.000118,0.001689,0.000574,0.021147,0.000408,0.000351,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/live-news/us-air-force-colonel-shot-down-over-iran-recounts-modern-day-miracle,"Trump hints at a near end to the Iran conflict, predicts that oil prices will soon 'drop like a rock'",0.000630,0.000018,0.000103,0.000101,0.000216,0.000039,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/politics/mamdani-letitia-james-sue-block-trump-admin-from-refusing-immigrants-over-welfare-status,Mayor Mamdani and Letitia James take Trump to court over green card rule,0.000840,0.000018,0.000109,0.000108,0.000244,0.000040,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/politics/former-cia-director-brennan-subpoenaed-testify-federal-trump-conspiracy-case,Obama CIA chief called to testify before Florida jury in sweeping anti-Trump probe,0.001334,0.000015,0.000104,0.000092,0.000483,0.000030,0.000019,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/us/california-football-coach-arrested-after-students-make-disturbing-discovery-school,High school football coach arrested after students make troubling campus discovery,0.000864,0.000032,0.000287,0.000100,0.000281,0.000072,0.000066,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/health/woman-loses-best-friend-ovarian-cancer-receives-same-devastating-diagnosis-months-later,Woman receives devastating diagnosis after ignoring ‘normal’ symptoms,0.031742,0.000143,0.000561,0.013773,0.003261,0.000881,0.001006,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/caitlin-clark-angel-reese-always-been-friends-winning-fiba-womens-world-cup,Caitlin Clark makes clear how she feels about Angel Reese after World Cup victory,0.000489,0.000029,0.000231,0.000098,0.000341,0.000034,0.000031,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/dan-dakich-says-women-might-reason-nikes-downfall-they-p-d-them-off,Nike may have made one costly mistake: ticking off female shoppers,0.022015,0.000096,0.000515,0.006332,0.002264,0.000521,0.000680,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/politics/inside-house-republicans-plan-end-run-dem-opposition-pass-trump-backed-voter-id,Inside Republicans' plan to overcome Democrats' fury and deliver big win for Trump,0.001023,0.000016,0.000106,0.000092,0.000383,0.000046,0.000022,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405045004112,CEO tackles PETA protesters at New York Fashion Week,0.000857,0.000055,0.000259,0.000241,0.000361,0.000071,0.000077,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/politics/far-left-attack-backfires-spectacularly-radical-online-personality-whines-attacking-female-trump-aide,White House leaves online lefty crying foul after leveling him for attack on female aide,0.372171,0.000298,0.002145,0.004043,0.155919,0.001136,0.002578,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/7-foot-1-sharks-prospect-alexander-karmanov-drops-gloves-kings-rookie-wild-viral-brawl,Rookie brawl erupts when 7-foot-1 giant flattens Kings defenseman in neutral zone,0.005775,0.000081,0.000456,0.000257,0.000385,0.002012,0.000119,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-culture/ella-langley-viral-performance-muscadine-bloodline-penn-state-takes-over-internet,Country music star Ella Langley goes viral with chilling performance,0.001622,0.000429,0.004035,0.001166,0.003802,0.000305,0.000236,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/travel/grisly-discovery-legendary-roman-emperor-reign-reveals-soldiers-remains-weapons,"Dark discovery from legendary leader's reign reveals soldiers’ remains in wells, pits",0.000749,0.000018,0.000098,0.000110,0.000224,0.000034,0.000021,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/malik-nabers-reveals-giants-coach-john-harbaugh-helped-overcome-acl-injury-fears,Harbaugh tackled his own star wideout at walkthrough to prove a point,0.000782,0.000029,0.000214,0.000100,0.000323,0.000065,0.000030,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/entertainment/country-singer-brian-nashville-duckworth-voice-behind-family-band-taylor-made-dies-56,"Beloved country singer dies at 56, leaving behind wife, six children",0.003409,0.000032,0.000276,0.000161,0.001031,0.000093,0.000216,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxbusiness.com/lifestyle/gamestop-says-select-closed-stores-reopen-nationwide,GameStop brings shuttered stores back from the dead nationwide,0.001465,0.000014,0.000091,0.000150,0.000420,0.000036,0.000014,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/deals/amazon-gadgets-under-25,"18 useful Amazon finds under $25 for cleaning, organizing, travel and more",0.000466,0.000020,0.000121,0.000093,0.000199,0.000027,0.000018,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/rams-sean-mcvay-reveals-wifes-reality-check-mulling-media-jump-following-losing-season-2022,Super Bowl champion coach admits he was 'quitting' until wife hit him with reality check,0.018235,0.000099,0.000603,0.000260,0.000963,0.004691,0.001454,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/politics/libertarian-tech-mogul-hit-dsa-eight-figure-spending-nuke,"Tech titan puts his money where his mouth is, spends big in state races to stop socialists",0.017791,0.000019,0.000232,0.000755,0.003443,0.000239,0.000062,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/florida-state-fires-ad-michael-alford-mike-norvell-seat-reaches-boiling-point-tallahassee,Florida State shakes up athletics department with major football decision looming,0.000953,0.000034,0.000326,0.000115,0.000400,0.000061,0.000040,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/food-drink/baby-boomers-crown-favorite-casual-dining-chain-gen-z-chooses-different-winner,Older Americans reveal their go-to casual dining chain as one restaurant stands out,0.001323,0.000024,0.000154,0.000272,0.000405,0.000037,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/deals/compression-socks,"7 compression socks to try if you sit or stand all day, according to the experts",0.000810,0.000021,0.000174,0.000108,0.000259,0.000040,0.000028,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405040466112,TPUSA spokesperson condemns vandalism of Charlie Kirk statue,0.001068,0.000969,0.006060,0.001513,0.005838,0.000542,0.000253,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405038931112,Zoo welcomes newborn white-handed gibbon after highly anticipated arrival,0.010563,0.000050,0.000217,0.002335,0.003663,0.000111,0.000122,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405037563112,GOP governor sounds alarm on AI threats: ‘Important that we have guardrails’,0.001230,0.000024,0.000122,0.000189,0.000216,0.000076,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6404946898112,Sneaky raccoon raids family's dog food delivery in late-night porch heist,0.016437,0.000038,0.000991,0.000120,0.008611,0.000202,0.000149,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405038728112,'Tradwife’ vs. ‘girlboss’ debate sparks clash over modern womanhood,0.010374,0.000060,0.000352,0.002096,0.003077,0.000151,0.000395,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405038332112,"Americans are right to be scared over 'God in a box,' AI CEO says",0.023071,0.000034,0.000267,0.003874,0.001761,0.000321,0.000105,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxbusiness.com/video/6405032956112,"Natural gas pipeline blocks by states cause shortages, Doug Burgum warns",0.000696,0.000019,0.000110,0.000125,0.000214,0.000032,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405034521112,"Measles concerns heighten amid rising cases, dropping vaccination rates",0.000488,0.000029,0.000130,0.000125,0.000193,0.000059,0.000029,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405031502112,"AI giants, investors clash over calls to slow down artificial intelligence development",0.000550,0.000026,0.000173,0.000111,0.000218,0.000049,0.000029,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/video/6405030482112,AI leaders urge development slowdown as lawmakers debate regulation,0.000442,0.000023,0.000112,0.000115,0.000174,0.000043,0.000023,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/food-drink/chick-fil-a-one-americas-toughest-franchises-startup-cost-may-shock-you,Chick-fil-A is one of America's most exclusive franchises with a surprising startup cost,0.000381,0.000030,0.000225,0.000100,0.000269,0.000031,0.000025,100.000000,0.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/lifestyle/american-culture-quiz-test-yourself-gridiron-grazing-silver-screen-secrets,"American Culture Quiz: Test yourself on gridiron grazing, silver-screen secrets and more",0.001725,0.000036,0.000330,0.000212,0.000535,0.000093,0.000045,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/us/female-passenger-undresses-american-airlines-flight-engages-indecent-acts-crew-reports,"Female passenger undresses on flight, engages in 'indecent acts,' crew says",0.013135,0.000048,0.000466,0.002111,0.002751,0.000373,0.000813,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-culture/lioness-season-3-episode-7-delivers-joes-rescue-gunfight-fans-wont-stop-talking-about,Taylor Sheridan stuns viewers with unbelievably brutal gunfight scene,0.020081,0.000187,0.002783,0.000293,0.001754,0.002975,0.000583,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/media/ap-refusal-give-trump-rights-butler-photo-helped-fuel-oval-office-ban-report-claims,AP's refusal to hand over rights contributed to outlet's White House ban: report,0.000823,0.000062,0.000265,0.000328,0.000360,0.000066,0.000039,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/entertainment/jana-kramer-sizzles-lingerie-she-revisits-western-inspired-photo-shoot,Jana Kramer stuns in black lingerie in Western-inspired throwback photos,0.007920,0.000152,0.000866,0.002742,0.002625,0.000214,0.000141,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/us/alaska-teen-rescued-after-3-days-frigid-waters-reveals-tragic-end-2-family-members,Family weeps hearing 'he's alive' as rescuers pull Alaska youth from icy waters,0.002780,0.000018,0.000172,0.000136,0.000837,0.000044,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/europeans-last-laugh-solheim-cup-victory-us-team-parties-beers-day-early,Europe's savage bus taunt has Team USA wishing they'd skipped the Saturday beer,0.007659,0.000025,0.000403,0.000364,0.003065,0.000048,0.000040,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/tech/scammers-know-best-time-text-you,Lunch-hour scam blitz surges 874% as experts warn timing is no accident,0.000935,0.000020,0.000200,0.000099,0.000381,0.000031,0.000025,0.000000,100.000000,0.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/outkick-sports/ap-poll-top-25-punishes-ohio-state-oklahoma-oregon-texas-jumps-no-1-big-comeback,"New poll punishes Ohio State, Oklahoma as Texas jumps to top spot after big comeback",0.000475,0.000023,0.000105,0.000124,0.000163,0.000045,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-14T17:48:21.202992+00:00,https://www.foxnews.com/entertainment/king-charles-draws-line-sand-prince-harry-meghan-markle-couple-caught-off-guard-expert,"King Charles draws firm 'line in the sand' with Prince Harry, Meghan Markle: expert",0.001202,0.000052,0.000875,0.000104,0.001165,0.000077,0.000091,0.000000,100.000000,0.000000
