name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.06905,0.00020,0.00079,0.04383,0.00970,0.00819,0.00084,22.0,26.0,52.0,50,2023/06/25
BBC,0.01947,0.00009,0.00142,0.00066,0.00740,0.00654,0.00021,25.53,55.32,19.15,47,2023/06/25
NBC News,0.01629,0.00021,0.00046,0.01224,0.00160,0.00067,0.00049,7.812,35.94,56.25,64,2023/06/25
New York Post,0.05554,0.00044,0.00448,0.00102,0.00470,0.00184,0.03866,20.83,20.83,58.33,48,2023/06/25
Newsmax,0.01141,0.00010,0.00074,0.00167,0.00174,0.00400,0.00008,7.843,39.22,52.94,51,2023/06/25
Newsweek,0.02656,0.00011,0.00308,0.00076,0.00909,0.00831,0.00083,12.86,42.86,44.29,70,2023/06/25
One America News Network (OAN),0.01975,0.00009,0.00077,0.00076,0.00167,0.00804,0.00027,17.39,52.17,30.43,23,2023/06/25
Reuters,0.00508,0.00004,0.00033,0.00028,0.00282,0.00007,0.00008,0.00000,40.0,60.0,10,2023/06/25
The Epoch Times,0.00164,0.00020,0.00153,0.00050,0.00150,0.00026,0.00009,11.43,48.57,40.0,105,2023/06/25
The Guardian (US),0.02692,0.00012,0.00070,0.00607,0.00761,0.00180,0.00711,15.79,32.63,51.58,95,2023/06/25
The Hill,0.02286,0.00004,0.00024,0.01440,0.00137,0.00401,0.00010,2.381,28.57,69.05,42,2023/06/25
The New York Times,0.02527,0.00034,0.00205,0.01532,0.00709,0.00309,0.00039,1.852,62.96,35.19,54,2023/06/25
The Wall Street Journal,0.01038,0.00009,0.00078,0.00108,0.00450,0.00041,0.00012,12.86,55.71,31.43,70,2023/06/25
The Washington Post,0.01558,0.00006,0.00167,0.00223,0.00384,0.00031,0.00317,11.96,46.74,41.3,92,2023/06/25
The Washington Times,0.02095,0.00008,0.00047,0.00625,0.00189,0.00513,0.00018,6.757,52.7,40.54,74,2023/06/25
Washington Examiner,0.00941,0.00005,0.00047,0.00082,0.00215,0.00048,0.00044,10.77,47.69,41.54,65,2023/06/25
