name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02070,0.00011,0.00060,0.00879,0.00161,0.00158,0.00031,50,2022/11/30
BBC,0.01314,0.00007,0.00051,0.00111,0.00379,0.00123,0.00178,47,2022/11/30
Fox News,0.02181,0.00008,0.00485,0.00208,0.00687,0.00091,0.00131,166,2022/11/30
NBC News,0.04593,0.00025,0.00083,0.02707,0.00739,0.00372,0.00395,69,2022/11/30
New York Post,0.05742,0.00023,0.01498,0.00142,0.01823,0.00038,0.01077,40,2022/11/30
Newsmax,0.04461,0.00023,0.00124,0.00777,0.01725,0.00419,0.00230,50,2022/11/30
Newsweek,0.02422,0.00006,0.00053,0.00105,0.01226,0.00121,0.00033,105,2022/11/30
One America News Network (OAN),0.02267,0.00021,0.00126,0.00057,0.00152,0.00022,0.01879,36,2022/11/30
Reuters,0.00223,0.00007,0.00034,0.00109,0.00052,0.00013,0.00009,45,2022/11/30
The Epoch Times,0.01146,0.00016,0.00133,0.00325,0.00223,0.00089,0.00052,105,2022/11/30
The Guardian (US),0.03138,0.00037,0.00355,0.00710,0.00594,0.00051,0.01506,99,2022/11/30
The Hill,0.00851,0.00005,0.00031,0.00165,0.00106,0.00145,0.00023,39,2022/11/30
The New York Times,0.01545,0.00016,0.00054,0.00069,0.00759,0.00131,0.00068,68,2022/11/30
The Wall Street Journal,0.00553,0.00006,0.00042,0.00096,0.00244,0.00009,0.00012,69,2022/11/30
The Washington Post,0.01791,0.00009,0.00058,0.00298,0.00498,0.00489,0.00026,103,2022/11/30
The Washington Times,0.01548,0.00005,0.00028,0.00104,0.00508,0.00066,0.00304,30,2022/11/30
Washington Examiner,0.04932,0.00019,0.01272,0.00075,0.02482,0.00146,0.00389,66,2022/11/30
