name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02190,0.00004,0.00030,0.01632,0.00441,0.00026,0.00007,44,2022/11/13
BBC,0.01900,0.00012,0.00172,0.00060,0.00180,0.00229,0.00658,48,2022/11/13
Fox News,0.02686,0.00006,0.00050,0.00141,0.00979,0.00127,0.00216,158,2022/11/13
NBC News,0.00417,0.00005,0.00033,0.00113,0.00150,0.00015,0.00011,61,2022/11/13
New York Post,0.08502,0.00066,0.01050,0.00180,0.02672,0.00279,0.04418,40,2022/11/13
Newsmax,0.01226,0.00010,0.00073,0.00207,0.00137,0.00026,0.00358,50,2022/11/13
Newsweek,0.05306,0.00024,0.00256,0.00753,0.01343,0.00724,0.01176,85,2022/11/13
One America News Network (OAN),0.01026,0.00009,0.00062,0.00031,0.00688,0.00010,0.00010,36,2022/11/13
Reuters,0.00316,0.00005,0.00038,0.00032,0.00093,0.00022,0.00017,36,2022/11/13
The Epoch Times,0.00413,0.00025,0.00225,0.00051,0.00252,0.00044,0.00034,98,2022/11/13
The Guardian (US),0.04867,0.00031,0.00215,0.00487,0.01534,0.00085,0.02035,98,2022/11/13
The Hill,0.01191,0.00004,0.00027,0.00014,0.00079,0.00729,0.00009,43,2022/11/13
The New York Times,0.03927,0.00007,0.00060,0.00610,0.02084,0.00038,0.00180,70,2022/11/13
The Wall Street Journal,0.00110,0.00008,0.00067,0.00023,0.00077,0.00009,0.00011,72,2022/11/13
The Washington Post,0.01829,0.00007,0.00037,0.00363,0.00828,0.00168,0.00011,96,2022/11/13
The Washington Times,0.03256,0.00006,0.00042,0.00048,0.02757,0.00256,0.00010,37,2022/11/13
Washington Examiner,0.03991,0.00005,0.00063,0.00919,0.02521,0.00083,0.00014,68,2022/11/13
