name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02618,0.00026,0.00076,0.01941,0.00170,0.00267,0.00111,16.0,46.0,38.0,50,2022/11/25
BBC,0.01685,0.00013,0.00103,0.00088,0.00314,0.00023,0.00592,18.75,50.0,31.25,48,2022/11/25
Fox News,0.02684,0.00009,0.00114,0.00159,0.00648,0.00158,0.00902,21.09,37.41,41.5,147,2022/11/25
NBC News,0.02084,0.00012,0.00074,0.01130,0.00241,0.00301,0.00040,7.812,35.94,56.25,64,2022/11/25
New York Post,0.03492,0.00007,0.00063,0.01348,0.00562,0.00076,0.00038,27.5,25.0,47.5,40,2022/11/25
Newsmax,0.04049,0.00027,0.00131,0.01180,0.01290,0.00174,0.00408,10.2,42.86,46.94,49,2022/11/25
Newsweek,0.04688,0.00021,0.00246,0.00409,0.00645,0.00508,0.01166,7.767,40.78,51.46,103,2022/11/25
One America News Network (OAN),0.02089,0.00007,0.00052,0.00058,0.01550,0.00019,0.00012,16.67,52.78,30.56,36,2022/11/25
Reuters,0.04757,0.00013,0.00410,0.00105,0.00253,0.00155,0.01407,13.51,43.24,43.24,37,2022/11/25
The Epoch Times,0.01144,0.00024,0.00156,0.00337,0.00160,0.00038,0.00273,15.89,52.34,31.78,107,2022/11/25
The Guardian (US),0.03004,0.00013,0.00089,0.00416,0.00440,0.00407,0.00492,23.53,31.37,45.1,102,2022/11/25
The Hill,0.02944,0.00023,0.00052,0.01090,0.00311,0.00452,0.00296,2.778,41.67,55.56,36,2022/11/25
The New York Times,0.02080,0.00008,0.00051,0.00902,0.00429,0.00023,0.00193,17.19,54.69,28.12,64,2022/11/25
The Wall Street Journal,0.00497,0.00005,0.00038,0.00051,0.00088,0.00010,0.00120,17.91,49.25,32.84,67,2022/11/25
The Washington Post,0.01638,0.00006,0.00055,0.00568,0.00758,0.00085,0.00009,16.67,36.67,46.67,90,2022/11/25
The Washington Times,0.08790,0.00017,0.00069,0.02891,0.00824,0.00531,0.02522,10.0,20.0,70.0,30,2022/11/25
Washington Examiner,0.04359,0.00019,0.01001,0.00107,0.01758,0.00091,0.01567,14.93,41.79,43.28,67,2022/11/25
