name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02078,0.00012,0.00084,0.01620,0.00361,0.00044,0.00010,45,2022/11/11
BBC,0.01932,0.00007,0.00053,0.00614,0.00213,0.00111,0.00187,47,2022/11/11
Fox News,0.01117,0.00005,0.00044,0.00100,0.00540,0.00017,0.00046,159,2022/11/11
NBC News,0.00935,0.00012,0.00086,0.00361,0.00176,0.00085,0.00025,59,2022/11/11
New York Post,0.10707,0.00024,0.00317,0.00066,0.02845,0.00297,0.05999,40,2022/11/11
Newsmax,0.03247,0.00007,0.00050,0.00041,0.02207,0.00069,0.00352,50,2022/11/11
Newsweek,0.02195,0.00009,0.00065,0.00220,0.00249,0.00916,0.00084,108,2022/11/11
One America News Network (OAN),0.00773,0.00028,0.00228,0.00119,0.00296,0.00117,0.00015,36,2022/11/11
Reuters,0.00520,0.00004,0.00032,0.00090,0.00212,0.00011,0.00005,43,2022/11/11
The Epoch Times,0.00721,0.00020,0.00162,0.00192,0.00234,0.00019,0.00222,102,2022/11/11
The Guardian (US),0.03253,0.00047,0.00223,0.01266,0.00866,0.00106,0.01006,103,2022/11/11
The Hill,0.00378,0.00003,0.00029,0.00017,0.00116,0.00050,0.00008,45,2022/11/11
The New York Times,0.03560,0.00021,0.00138,0.01023,0.00776,0.00149,0.00583,65,2022/11/11
The Wall Street Journal,0.00483,0.00005,0.00046,0.00028,0.00273,0.00008,0.00005,71,2022/11/11
The Washington Post,0.02111,0.00011,0.00044,0.01113,0.00393,0.00047,0.00305,94,2022/11/11
The Washington Times,0.00873,0.00005,0.00031,0.00061,0.00196,0.00037,0.00222,34,2022/11/11
Washington Examiner,0.03306,0.00005,0.00048,0.00037,0.02710,0.00074,0.00010,66,2022/11/11
