name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02773,0.00012,0.00054,0.00082,0.00666,0.00230,0.00979,14.58,47.92,37.5,48,2022/11/17
BBC,0.01162,0.00008,0.00056,0.00048,0.00842,0.00131,0.00011,20.0,51.11,28.89,45,2022/11/17
Fox News,0.01989,0.00007,0.00057,0.00401,0.00480,0.00078,0.00037,20.25,43.56,36.2,163,2022/11/17
NBC News,0.02154,0.00011,0.00038,0.01269,0.00138,0.00204,0.00026,7.576,45.45,46.97,66,2022/11/17
New York Post,0.04303,0.00007,0.00086,0.00061,0.02993,0.00308,0.00041,10.26,33.33,56.41,39,2022/11/17
Newsmax,0.03240,0.00006,0.00046,0.00211,0.02022,0.00054,0.00455,6.0,46.0,48.0,50,2022/11/17
Newsweek,0.02284,0.00019,0.00197,0.00254,0.00983,0.00049,0.00987,8.0,42.0,50.0,100,2022/11/17
One America News Network (OAN),0.01364,0.00008,0.00060,0.01160,0.00109,0.00014,0.00006,22.22,41.67,36.11,36,2022/11/17
Reuters,0.01007,0.00007,0.00042,0.00059,0.00088,0.00348,0.00008,21.43,40.48,38.1,42,2022/11/17
The Epoch Times,0.00332,0.00020,0.00135,0.00114,0.00146,0.00026,0.00022,12.37,65.98,21.65,97,2022/11/17
The Guardian (US),0.02109,0.00007,0.00047,0.00566,0.00429,0.00218,0.00222,10.42,36.46,53.12,96,2022/11/17
The Hill,0.00721,0.00004,0.00031,0.00026,0.00477,0.00010,0.00012,15.15,51.52,33.33,33,2022/11/17
The New York Times,0.01531,0.00010,0.00092,0.00379,0.00620,0.00098,0.00155,9.091,46.97,43.94,66,2022/11/17
The Wall Street Journal,0.00237,0.00009,0.00059,0.00053,0.00073,0.00078,0.00005,14.71,63.24,22.06,68,2022/11/17
The Washington Post,0.03190,0.00009,0.00056,0.00115,0.01486,0.00357,0.00397,16.67,37.5,45.83,96,2022/11/17
The Washington Times,0.02680,0.00010,0.00040,0.01314,0.00134,0.00399,0.00159,15.79,42.11,42.11,38,2022/11/17
Washington Examiner,0.01316,0.00005,0.00032,0.00062,0.00346,0.00362,0.00011,15.38,43.08,41.54,65,2022/11/17
