name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01066,0.00016,0.00096,0.00934,0.00171,0.00020,0.00038,8.163,57.14,34.69,49,2022/11/08
BBC,0.00416,0.00015,0.00093,0.00050,0.00146,0.00166,0.00018,14.58,52.08,33.33,48,2022/11/08
Fox News,0.02015,0.00011,0.00410,0.00044,0.00482,0.00141,0.00569,18.4,46.01,35.58,163,2022/11/08
NBC News,0.08217,0.00024,0.00079,0.03320,0.02137,0.01069,0.01150,10.94,31.25,57.81,64,2022/11/08
New York Post,0.07412,0.00013,0.01023,0.00038,0.03738,0.01000,0.00835,27.5,27.5,45.0,40,2022/11/08
Newsmax,0.02075,0.00009,0.00068,0.00854,0.01190,0.00078,0.00008,8.0,54.0,38.0,50,2022/11/08
Newsweek,0.01537,0.00010,0.00068,0.00707,0.00438,0.00040,0.00017,5.769,53.85,40.38,104,2022/11/08
One America News Network (OAN),0.02965,0.00018,0.00072,0.01558,0.01358,0.00054,0.00105,19.44,52.78,27.78,36,2022/11/08
Reuters,0.01525,0.00018,0.00070,0.01472,0.00152,0.00030,0.00143,7.895,57.89,34.21,38,2022/11/08
The Epoch Times,0.00358,0.00030,0.00213,0.00078,0.00333,0.00018,0.00012,11.0,55.0,34.0,100,2022/11/08
The Guardian (US),0.04444,0.00012,0.00155,0.00241,0.02468,0.00046,0.00775,10.1,34.34,55.56,99,2022/11/08
The Hill,0.01622,0.00007,0.00038,0.01536,0.00141,0.00037,0.00017,11.9,71.43,16.67,42,2022/11/08
The New York Times,0.03643,0.00013,0.00160,0.00259,0.00496,0.00085,0.01950,9.091,56.06,34.85,66,2022/11/08
The Wall Street Journal,0.00375,0.00007,0.00053,0.00021,0.00298,0.00008,0.00005,8.824,66.18,25.0,68,2022/11/08
The Washington Post,0.02170,0.00006,0.00038,0.00642,0.01149,0.00143,0.00013,12.04,47.22,40.74,108,2022/11/08
The Washington Times,0.00639,0.00005,0.00026,0.00143,0.00209,0.00015,0.00013,8.571,31.43,60.0,35,2022/11/08
Washington Examiner,0.01832,0.00006,0.00049,0.00543,0.00408,0.00078,0.00047,6.25,43.75,50.0,64,2022/11/08
